antibiotic efflux	13762
antibiotic target alteration	15960
antibiotic target protection	297
antibiotic inactivation	242
antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	1
antibiotic target replacement	20
antibiotic target alteration; antibiotic efflux	19
antibiotic efflux; reduced permeability to antibiotic	2
