43	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	
3	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Agromyces	
18	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__Gp22-AA2	f__Gp22-AA2		
12	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796			
35	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__Methyloceanibacter	
2	d__Bacteria	p__Planctomycetota	c__B15-G4	o__B15-G4	f__B15-G4	g__JACKHP01	
46	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales			
6	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__Longimicrobium	
29	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__2-12-FULL-66-21	
26	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Fen-336	f__Fen-336	g__CADEEV01	
8	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae		
15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41		
49	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae		
3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__AP-15	
15	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA45	
3	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__VXMN01	f__VXMN01		
2	d__Bacteria	p__Chloroflexota	c__UBA6077	o__UBA6077	f__CF-72		
19	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__CAIWHR01	
12	d__Bacteria	p__Tectomicrobia	c__Entotheonellia	o__Entotheonellales	f__Entotheonellaceae	g__SXND01	
53	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__WVZY01	f__JAKEHA01	g__JAKEHA01	
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	
7	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales			
10	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JACDAN01	
24	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH1177	
5	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae		
2	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__JAJTCL01	
5	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDCH01	g__ZC4RG19	
22	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__JACPHL01		
22	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	
3	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__VAXT01	
16	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__RBC074	f__RBC074	g__JAJVID01	
9	d__Bacteria	p__Myxococcota	c__Polyangia	o__Fen-1088	f__Fen-1088	g__JADGRB01	
21	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__SXOA01	
6	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__QHBO01	f__QHBO01	g__CF-167	
4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__UBA10324	g__JAFDYS01	
5	d__Bacteria	p__Planctomycetota	c__UBA8108	o__UBA8108	f__SXIK01		
7	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__CADEED01	
2	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JACVSB01	
33	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__JACZUI01	
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila
12	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__SMWR01	g__JAHEJV01	
5	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160			
13	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__Gp22-AA2	f__AA152	g__AA152	
1	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796	f__UBA796		
27	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae		
6	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JACRJZ01		
3	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__QHYA01			
2	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__JACPRU01	f__JACPRU01	g__JACPRU01	
22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Schlegelella_A	
24	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39		
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__UBA9464	g__UBA9464	
11	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704			
18	d__Bacteria	p__JABDJQ01	c__JABDJQ01				
8	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__HRBIN30	f__CADEER01	g__JAHBUY01	
6	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__JADJRH01	
6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	
7	d__Bacteria	p__Acidobacteriota	c__HRBIN11	o__JAKEFK01	f__JAKEFK01		
26	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968		
1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Acidoferrales	f__UBA7541	g__Acidoferrum	
16	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JAENWD01	
24	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae		
10	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR37	
5	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__DP-6	f__DP-6	g__DP-6	
1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__UBA10324		
6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales			
5	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5066	f__Gp7-AA6		
15	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__PMG-095	
4	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__AV40	
22	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__JAIOPA01	
4	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	
21	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__JAEUPI01	
11	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__WS-11	
9	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__Palsa-1392	
5	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__SPDF01	
3	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JAKEEP01	
3	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__AG25	
13	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46		
1	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__JACRPT01	
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter_A	
8	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Luteitalea	
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Spongiibacteraceae		
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__CAMASH01	
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA5335	f__UBA5335	g__Macondimonas	
1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA1952	
2	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__SZUA-336	f__SZUA-336	g__VGRW01	
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__CADEEN01	
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Povalibacter	
3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ZC4RG29	
5	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__VAZQ01	
2	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__20CM-2-55-15	f__20CM-2-55-15	g__JAHFTY01	
16	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__UBA1844	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__ZC4RG42	
4	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Pseudonocardiaceae		
1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales			
3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__WYBJ01	g__WYBJ01	
24	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Fen-336	f__Fen-336	g__AA29	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Ahniellaceae	g__JAGOEZ01	
20	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Bryobacteraceae		
4	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__UBA10450	g__AV80	
