9	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	
2	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__JACCRT01	
14	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5896	
11	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Ilumatobacteraceae		
5	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__20CM-2-55-15	f__20CM-2-55-15	g__20CM-2-55-15	
3	d__Bacteria	p__Tectomicrobia	c__Entotheonellia	o__J063			
4	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDCH01		
2	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__TH5893	
10	d__Bacteria	p__Planctomycetota	c__MHYJ01	o__MHYJ01	f__JACPRB01	g__JACQVR01	
17	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JAKEEH01	g__JAKEEH01	
21	d__Bacteria	p__ARS69	c__ARS69	o__ARS69	f__ARS69		
3	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__JAJKHV01	
11	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__ZC4RG30	
2	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__JAFNAJ01		
8	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__JACOVF01	
3	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pan216			
7	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	
9	d__Bacteria	p__Chloroflexota	c__UBA2235	o__UBA12225	f__UBA12225		
17	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__VGLJ01	
3	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__JAGVPR01			
16	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JAIBJN01	
16	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4		
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JACDCP01	f__JACDCP01		
9	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Palsa-1315	
6	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__JACQFL01	
22	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2	f__CACIAM-22H2		
6	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46				
1	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia				
6	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__JAKFYL01	
12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__JACQGN01	
3	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__AV2		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA2168	
2	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__QQVD01		
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Halioglobus	
3	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae		
3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	
4	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796	f__GCA-2862545	g__JACKER01	
6	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__Vitreimonas	
2	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__HRBIN30			
3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax_A	
3	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__WS-2	
9	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__JACTMI01	
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JABDKV01	f__JABDKV01		
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B		
4	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__JACPPN01		
8	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__JAEUMW01	g__JAEUMW01	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-2729495	f__GCA-2729495	g__QUBU01	
1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Fen-336	f__JAGNNV01	g__JAGNNV01	
2	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__DSTF01	f__JACRBR01	g__JACRBR01	
9	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36	g__SHZL01	
14	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__DSNY01	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__JAIBJL01	
6	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Palsa-892	
11	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__JAJTHJ01	
10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	
4	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__IMCC26256			
4	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35		
2	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDEA01	g__JACDEA01	
3	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__WLNW01	g__WLNW01	
6	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Kiloniellales	f__JACOMY01		
2	d__Bacteria	p__CSP1-3	c__CSP1-3	o__CSP1-3	f__CSP1-3		
6	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__P2-11E	f__P2-11E	g__CF-39	
2	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__RBG-16-64-32		
2	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__JACDAV01	
4	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__WHTP01	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DSM-16500	f__DSM-16500	g__Aquicella_A	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Ga0077536	f__Ga0077536		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-2729495	f__GCA-2729495	g__SHZI01	
1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__CADCTF01		
6	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Bin18	f__Bin18	g__JABFSC01	
5	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__UBA2386	g__JAEUHS01	
5	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae		
2	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__SJA-28	f__OLB5		
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	
3	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__WLNW01		
1	d__Bacteria	p__Armatimonadota	c__Abditibacteria	o__Abditibacteriales	f__Abditibacteriaceae		
29	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__GMQP-bins7	
2	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR8	
2	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__JAEZGP01	
1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Jiangellales	f__Jiangellaceae		
6	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Vineibacter	
7	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JACCRW01	
2	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__JACCTH01	
6	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__QHBO01	f__QHBO01	g__JACDBZ01	
5	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__SZUA-252	f__SZUA-252	g__SZUA-252	
3	d__Bacteria	p__Actinomycetota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter_D	
2	d__Bacteria	p__Planctomycetota	c__B15-G4	o__B15-G4	f__SIAN01		
4	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960		
2	d__Bacteria	p__Actinomycetota	c__UBA4738	o__UBA4738			
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__JAEUNX01	
2	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__JACDCY01	
1	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JACVRU01	
4	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__JABFRW01	
1	d__Bacteria	p__Actinomycetota	c__UBA4738	o__UBA4738	f__HRBIN12	g__AC-69	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rudaea	
3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	
6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__66-474	
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__WHTM01	
3	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Pseudolysinimonas	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__13-2-20CM-66-19	
3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosospira	
1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Edaphobacter	
2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae		
4	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	
3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceibacterium	
2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__UBA5005	
1	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__Zambryskibacteraceae		
2	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JADZED01	
3	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__UBA5189	
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__70-18	
1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PNKZ01		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DSM-16500	f__DSM-16500	g__BMAH01	
1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1247	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter sp018599185
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JACDHS01		
4	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	
1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Edaphobacter	s__Edaphobacter sp010093025
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Nitrobacter	
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__Hypericibacter	
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__DSOT01	
1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae		
5	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDCH01	g__VFJN01	
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXQ01	f__SMXQ01	g__CAMAVH01	
1	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA10212	g__JAIFWC01	
4	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665		
1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Bryobacteraceae	g__KBS-96	
1	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JALRHH01	g__JALRHH01	
1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae		
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dokdonella_A	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosospira	s__Nitrosospira sp001899235
1	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__JAJZCD01	
1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Bryobacteraceae	g__BOG-234	
3	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	
1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__JADGGM01	
1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Puia	
1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ginsengibacter	
2	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDEA01	g__JACCXE01	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA6522	f__UBA6522	g__JAHEEO01	
14	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__UBA6910	g__UBA6910	
4	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__PMNU01	
38	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__G020349025	f__G020349025		
27	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__SZUA-544	
7	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__JACPZX01	f__JACPZX01		
1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Pedococcus	
2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	
3	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__SHYZ01		
3	d__Bacteria	p__Planctomycetota	c__JAJSAM01	o__JAKLKS01	f__JAKLKS01	g__JAKLKS01	
6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__SIAJ01	
6	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__AWTP1-13	
4	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JADFOJ01	
2	d__Bacteria	p__Chloroflexota	c__UBA6077	o__UBA6077	f__SHYK01		
1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineofilales	f__Promineofilaceae	g__CAADGU01	
9	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Afifellaceae	g__Propylenella	
2	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JADFRH01	
2	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__JACDBE01	
6	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__CSP1-2	g__JACPIY01	
1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__JAHWLC01	
10	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JAIVJN01	
1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10		
19	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__RBG-16-64-32	g__VJS01	
1	d__Bacteria	p__Planctomycetota	c__PLA2	o__PLA2	f__PLA2		
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	
5	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__JAKEFM01	g__JAKEFM01	
5	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__DP-6			
11	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__SZUA-252	f__SZUA-252		
10	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__DSTF01	f__JACRBR01	g__DTUCFX13	
6	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__Gp22-AA2	f__AA152		
2	d__Bacteria	p__Desulfobacterota_F	c__Desulfuromonadia	o__Desulfuromonadales	f__ATBO01		
7	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12		
1	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Jiangellales			
14	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JAKEEH01		
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JAFGQR01		
4	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__PR03		
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__JAHDYP01		
3	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__JAEUIG01	
2	d__Bacteria	p__Planctomycetota	c__PLA2	o__PLA2	f__PLA2	g__PLA2	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__JACQFZ01	
5	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__RBG-16-64-32	g__CF-163	
2	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796	f__GCA-2862545	g__JAFDJI01	
1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales			
9	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030			
12	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__2-12-FULL-65-11	
5	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Acidoferrales	f__UBA7541		
13	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae		
3	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__CSP1-2	g__CSP1-2	
21	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__20CM-2-65-7	
5	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA1149			
2	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__JAIOQJ01	
1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA828	f__UBA828		
31	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__JACPZX01			
3	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__Gp22-AA2	f__Gp22-AA2	g__Gp22-AA3	
3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2			
2	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__2-12-FULL-41-12		
2	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__2-02-FULL-40-12	f__GWA2-44-9		
5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__JAABQT01	
4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__VBDM01	
4	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Acidoferrales	f__2-02-FULL-67-57	g__JACPRL01	
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae		
10	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__HRBIN30	f__CADEER01		
3	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__SZUA-254	g__SZUA-254	
2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36	g__JABDPF01	
4	d__Bacteria	p__Desulfobacterota_E	c__Deferrimicrobia	o__Deferrimicrobiales	f__Deferrimicrobiaceae	g__FEB-35	
3	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__JACPFE01	
2	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__JADFNB01	
2	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Methylomirabilales	f__Methylomirabilaceae	g__Methylomirabilis	
2	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Frankiaceae		
3	d__Bacteria	p__Desulfobacterota_E	c__Deferrimicrobia	o__Deferrimicrobiales	f__Deferrimicrobiaceae	g__JAGGAJ01	
5	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-36		
2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	
1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__HRBIN30	f__JAGDMS01		
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA9214	f__UBA9214	g__SZUA-186	
1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__GCA-002748355		
1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__V1-33	g__V1-33	
1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__NS-7	
2	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__G020349025	f__G020349025	g__G020349025	
4	d__Bacteria	p__Desulfobacterota_F	c__Desulfuromonadia	o__Desulfuromonadales			
1	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__Bin18	f__Bin18		
2	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UCB3			
2	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	
3	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__JAFGIB01		
2	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__2-02-FULL-62-14	
1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__N075bin59	
1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__DRKV01	g__JAGUYX01	
1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	
4	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	g__JACCTU01	
2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__UXAT02	g__SSA4	
5	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__SXWH01	
5	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	
3	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__SZUA-217	
10	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__JACDCH01	g__JACDCH01	
1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Nannocystales	f__Nannocystaceae		
4	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__JAIOJS01		
1	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__WS-3	
16	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	
1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__G020347605		
