BGC_region,Start,End,Length
c00147_SRR7976...region001,6675,31735,25060
c00087_SRR3984...region001,0,25057,25057
c00132_zpcx_13...region001,812,25869,25057
c00054_SRR8879...region001,1476,26531,25055
c00106_SRR1171...region001,0,25055,25055
c00362_SRR8554...region001,0,25054,25054
c00114_SRR1167...region001,70470,95522,25052
c00738_SRR7497...region001,0,25052,25052
c00643_SRR5271...region001,0,25047,25047
c00029_S21rbin...region001,13419,38463,25044
c00565_SRR8439...region001,10918,35960,25042
c00030_S351bin...region001,54034,79075,25041
c00065_SRR9656...region001,0,25041,25041
c00003_SRR1146...region001,49075,74115,25040
c00050_S5rebin...region001,3076,28116,25040
c00076_SRR1292...region001,3459,28496,25037
c00036_S329bin...region001,0,25036,25036
c00118_SRR5215...region001,14217,39253,25036
c00395_ERR4661...region001,0,25035,25035
c00504_SRR8543...region001,0,25034,25034
c00003_SRR8861...region001,637355,662388,25033
c00146_SRR8438...region001,0,25033,25033
c00041_SRR5665...region001,25662,50692,25030
c00130_S5rebin...region001,0,25029,25029
c00041_SRR1234...region001,28233,53261,25028
c00006_S252bin...region001,0,25025,25025
c00113_SRR6195...region001,1577,26602,25025
c00181_SRR7094...region001,53569,78593,25024
c00015_SRR7096...region001,0,25023,25023
c00115_SRR8676...region001,12580,37603,25023
c00128_SRR5882...region001,0,25023,25023
c00060_SRR5177...region001,48055,73077,25022
c00152_SRR8879...region001,0,25019,25019
c00012_SRR5581...region003,603618,628636,25018
c00057_S6rebin...region001,0,25017,25017
c00157_SRR8879...region001,0,25017,25017
c00092_SRR5664...region001,0,25014,25014
c00004_SRR1184...region002,229451,254464,25013
c00103_SRR7096...region001,20435,45448,25013
c00442_SRR5823...region001,8731,33744,25013
c00030_SRR1012...region001,6713,31724,25011
c00108_SRR1311...region001,17215,42226,25011
c00207_SRR1105...region001,0,25011,25011
c00090_SRR6202...region001,0,25010,25010
c00162_innerS1...region001,0,25010,25010
c00073_SRR5205...region001,18817,43824,25007
c00144_S387bin...region001,0,25007,25007
c00033_SRR7741...region001,209416,234422,25006
c00088_SRR3985...region001,13728,38734,25006
c00125_SRR1096...region001,34531,59537,25006
c00384_SRR5579...region001,6593,31599,25006
c00015_SRR5579...region002,97814,122819,25005
c00033_S6rebin...region001,20180,45185,25005
c00243_SRR5882...region001,0,25002,25002
c00018_SRR6517...region001,0,25000,25000
c00126_SRR1291...region001,41914,66914,25000
c00518_SRR7003...region001,500,25499,24999
c00342_SRR7471...region001,7687,32685,24998
c00407_S406bin...region001,0,24997,24997
c00459_SRR1161...region001,0,24997,24997
c00047_SRR1167...region001,3891,28887,24996
c00569_SRR6517...region001,0,24996,24996
c00684_SRR6266...region001,0,24996,24996
c00067_SRR5581...region001,11726,36721,24995
c00018_S313bin...region001,0,24994,24994
c00104_SRR8879...region001,43136,68130,24994
c00175_SRR7629...region001,7606,32597,24991
c00326_SRR1128...region001,0,24990,24990
c00077_SRR6152...region001,13572,38561,24989
c00356_SRR5215...region001,0,24989,24989
c00063_S258bin...region001,0,24987,24987
c00318_SRR6202...region001,0,24987,24987
c00139_SRR9656...region001,9367,34353,24986
c00598_SRR5582...region001,0,24986,24986
c00182_SRR1269...region001,0,24985,24985
c00049_SRR1586...region001,0,24983,24983
c00017_S126bin...region001,83593,108575,24982
c00400_S400bin...region001,93884,118866,24982
c00071_SRR1095...region002,43611,68590,24979
c00136_SRR3712...region001,0,24978,24978
c00243_GM1bin....region001,0,24978,24978
c00043_SRR7004...region001,39856,64833,24977
c00288_SRR5947...region001,25753,50730,24977
c00187_SRR5699...region001,0,24976,24976
c00003_SRR5579...region002,208137,233112,24975
c00176_SRR5437...region001,0,24975,24975
c00006_SRR5208...region001,16421,41395,24974
c00012_SRR2029...region001,7433,32407,24974
c00040_SRR6193...region001,95174,120148,24974
c00109_SRR1157...region001,37010,61984,24974
c00258_SRR3984...region001,4638,29612,24974
c00172_SRR5271...region001,1606,26578,24972
c00008_S262bin...region001,0,24969,24969
c00014_SRR1320...region002,327350,352318,24968
c00044_SRR5680...region001,17979,42946,24967
c00107_SRR6181...region001,1995,26962,24967
c00050_S20rbin...region001,234870,259835,24965
c00237_SRR1037...region001,20474,45439,24965
c00029_SRR5208...region001,0,24962,24962
c00040_SRR1096...region002,36859,61821,24962
c00068_SRR1046...region001,9956,34918,24962
c00702_SRR1037...region001,0,24962,24962
c00263_neis65r...region001,4662,29623,24961
c00013_SRR7687...region001,158467,183427,24960
c00008_SRR1320...region004,551034,575993,24959
c00028_SRR1161...region001,104794,129751,24957
c00031_S406bin...region001,74657,99614,24957
c00351_SRR5214...region001,0,24956,24956
c00055_S70rbin...region001,18670,43625,24955
c00007_SRR5581...region002,125067,150020,24953
c00158_SRR7969...region001,10517,35470,24953
c00165_S313bin...region001,0,24953,24953
c00057_SRR1183...region002,167185,192137,24952
c00104_S263bin...region001,0,24951,24951
c00838_SRR1267...region001,0,24951,24951
c00177_SRR1217...region001,80593,105542,24949
c00293_D3rbin....region001,0,24948,24948
c00281_SRR1171...region001,0,24947,24947
c00552_SRR1265...region001,0,24947,24947
c00170_SRR8558...region001,41405,66351,24946
c00160_SRR7471...region001,181,25124,24943
c00127_SRR7629...region001,0,24942,24942
c00071_SRR9648...region001,0,24941,24941
c00153_SRR1161...region002,28261,53202,24941
c00400_SRR5208...region001,10556,35497,24941
c00007_SRR3988...region002,36718,61655,24937
c00032_SRR7965...region001,8246,33183,24937
c00043_innerS7...region001,55117,80054,24937
c00355_SRR8487...region001,3831,28768,24937
c00014_SRR8549...region001,46295,71231,24936
c00009_SRR9691...region001,15060,39994,24934
c00014_S191bin...region001,7807,32741,24934
c00132_S108bin...region002,36860,61794,24934
c00040_SRR8879...region001,0,24933,24933
c00064_SRR6202...region001,45064,69997,24933
c00039_S284bin...region001,32873,57805,24932
c00015_SRR5829...region001,16897,41827,24930
c00099_SRR7091...region001,60419,85349,24930
c00048_SRR7100...region001,26329,51257,24928
c00035_S400bin...region001,152513,177440,24927
c00156_SRR8438...region001,25613,50540,24927
c00091_SRR1227...region002,54467,79393,24926
c00024_S165bin...region001,33692,58616,24924
c00031_SRR1586...region001,8627,33551,24924
c00123_SRR1184...region001,0,24923,24923
c00008_SRR8090...region001,0,24922,24922
c00007_SRR7097...region001,18688,43609,24921
c00135_zpcx_28...region001,17027,41948,24921
c00152_SRR5271...region001,28093,53014,24921
c00152_SRR6184...region001,0,24921,24921
c00176_SRR8881...region001,0,24920,24920
c00032_SRR5262...region001,3959,28878,24919
c00018_S261bin...region001,31871,56788,24917
c00156_SRR1171...region001,0,24916,24916
c00164_S244bin...region001,16472,41387,24915
c00335_SRR1174...region001,1581,26496,24915
c00025_SRR1235...region002,205448,230362,24914
c00056_SRR1234...region001,26482,51396,24914
c00095_SRR1586...region001,521,25435,24914
c00106_SRR7976...region001,976,25890,24914
c00038_SRR5665...region001,24959,49872,24913
c00021_SRR7741...region002,100798,125710,24912
c00057_SRR8500...region001,9698,34609,24911
c00275_SRR7141...region001,6718,31629,24911
c00348_S258bin...region001,6998,31909,24911
c00044_SRR3985...region001,50010,74918,24908
c00034_SRR6185...region002,78040,102945,24905
c00234_SRR6516...region001,33149,58054,24905
c00013_SRR1184...region001,1700,26604,24904
c00144_SRR5665...region001,12182,37084,24902
c00009_S134bin...region001,1317,26217,24900
c00116_SRR7098...region001,7631,32530,24899
c00195_SRR7026...region001,0,24898,24898
c00128_S25rbin...region001,12166,37062,24896
c00074_SRR8544...region001,0,24894,24894
c00084_SRR7091...region001,0,24891,24891
c00125_SRR1924...region001,0,24890,24890
c00264_ERR1051...region001,0,24890,24890
c00015_SRR3985...region002,93716,118605,24889
c00030_S258bin...region001,0,24889,24889
c00048_SRR1183...region002,38605,63494,24889
c00275_SRR5823...region001,0,24889,24889
c00007_SRR6187...region001,43095,67982,24887
c00021_SRR1015...region001,343,25228,24885
c00159_SRR6202...region001,0,24884,24884
c00491_SRR1146...region001,0,24878,24878
c00226_S126bin...region001,2582,27459,24877
c00027_S264bin...region001,0,24875,24875
c00563_SRR5271...region001,0,24872,24872
c00072_S366bin...region001,5099,29968,24869
c00037_S244bin...region001,0,24868,24868
c00031_SRR1167...region001,15046,39913,24867
c00614_SRR5195...region001,0,24867,24867
c00058_SRR7004...region001,6019,30883,24864
c00337_SRR8881...region001,598,25461,24863
c00685_SRR1291...region001,0,24861,24861
c00068_SRR1311...region001,38867,63726,24859
c00003_SRR3984...region001,0,24858,24858
c00024_SRR5690...region001,6250,31107,24857
c00096_SRR8558...region001,0,24857,24857
c00035_S118bin...region001,0,24854,24854
c00049_SRR5210...region001,73455,98307,24852
c00033_S211bin...region001,10063,34914,24851
c00131_S244bin...region001,1431,26282,24851
c00170_SRR1146...region001,33271,58122,24851
c00005_SRR6958...region001,39693,64541,24848
c00008_SRR1099...region001,2188,27035,24847
c00133_SRR1167...region001,4240,29087,24847
c00428_SRR5582...region001,4930,29769,24839
c00123_S406bin...region001,6530,31368,24838
c00394_S23rbin...region001,0,24838,24838
c00045_SRR1183...region001,55443,80280,24837
c00073_SRR1237...region001,0,24836,24836
c00117_SRR8549...region001,0,24830,24830
c00334_SRR9009...region001,25071,49899,24828
c00026_SRR8861...region001,20175,45001,24826
c00079_SRR5877...region001,0,24825,24825
c00144_S46rbin...region001,39701,64525,24824
c00340_SRR7976...region001,15358,40182,24824
c00001_SRR1379...region001,1490,26312,24822
c00053_SRR1265...region001,0,24820,24820
c00033_SRR3747...region001,41761,66579,24818
c00001_S171bin...region001,498010,522825,24815
c00032_S261bin...region001,6950,31762,24812
c00110_SRR1161...region001,6922,31729,24807
c00190_SRR1174...region001,0,24806,24806
c00062_SRR3984...region001,0,24805,24805
c00062_SRR5579...region001,6917,31721,24804
c00088_S244bin...region001,0,24804,24804
c01003_SRR7687...region001,0,24802,24802
c00198_SRR6185...region001,18558,43359,24801
c00084_SRR8500...region001,0,24799,24799
c00129_SRR5579...region001,0,24799,24799
c00005_SRR8442...region001,407851,432648,24797
c00123_S249bin...region001,2439,27234,24795
c00296_SRR8879...region001,0,24794,24794
c00003_SRR8442...region001,43231,68024,24793
c00252_SRR6517...region001,0,24792,24792
c00359_SRR1099...region001,12803,37590,24787
c00046_SRR8554...region001,73123,97905,24782
c00078_SRR7096...region001,0,24779,24779
c00129_SRR1174...region001,0,24779,24779
c00039_SRR8931...region001,44520,69297,24777
c00027_ERR4661...region001,0,24776,24776
c00509_SRR5882...region001,1298,26074,24776
c00336_SRR5947...region001,0,24772,24772
c00463_SRR8931...region001,0,24770,24770
c00005_SRR1167...region005,878355,903124,24769
c00253_SRR8439...region001,0,24768,24768
c00126_SRR5823...region001,0,24766,24766
c00318_SRR1058...region001,21995,46760,24765
c00071_SRR7004...region002,63642,88406,24764
c00030_S143bin...region001,39053,63815,24762
c00404_ERR1051...region001,1032,25794,24762
c00297_SRR3452...region001,3284,28044,24760
c00045_SRR1167...region002,112167,136926,24759
c00176_zpcx_16...region001,0,24759,24759
c00312_SRR7448...region001,0,24759,24759
c00033_SRR1183...region002,74274,99032,24758
c00003_SRR5829...region001,35763,60520,24757
c00025_SRR1379...region002,717283,742038,24755
c00191_SRR7882...region001,0,24755,24755
c00058_SRR5699...region001,7911,32665,24754
c00229_S335bin...region001,0,24754,24754
c00118_SRR6185...region001,3779,28528,24749
c00054_S329bin...region001,0,24747,24747
c00091_SRR5855...region001,0,24747,24747
c00103_SRR5855...region001,59281,84027,24746
c00473_SRR8440...region001,15732,40478,24746
c00135_S258bin...region001,0,24742,24742
c00566_SRR1036...region001,9071,33811,24740
c00806_SRR8881...region001,0,24740,24740
c00269_R104bin...region001,31406,56139,24733
c00043_SRR5579...region004,273512,298242,24730
c00114_SRR5215...region001,21274,46004,24730
c00061_SRR7142...region001,71843,96565,24722
c00212_SRR7142...region001,0,24722,24722
c00169_SRR1269...region001,19040,43758,24718
c00002_SRR7882...region001,0,24717,24717
c00058_SRR5581...region001,36828,61545,24717
c00175_SRR3989...region001,0,24713,24713
c00088_SRR7967...region001,28362,53074,24712
c00696_SRR1265...region001,0,24712,24712
c00032_SRR8861...region001,20823,45532,24709
c00039_S75rbin...region001,0,24707,24707
c00412_S182bin...region001,2761,27466,24705
c00058_SRR8931...region001,8994,33696,24702
c00195_SRR5582...region001,90085,114787,24702
c00036_SRR7457...region001,0,24701,24701
c00088_zpcx_26...region001,14525,39226,24701
c00126_ERR4661...region001,0,24699,24699
c00135_SRR1157...region001,153893,178591,24698
c00071_SRR6185...region002,193107,217804,24697
c00148_SRR8439...region001,11712,36407,24695
c00185_S120bin...region001,0,24692,24692
c00635_SRR1167...region001,0,24692,24692
c00032_SRR5512...region001,0,24691,24691
c00120_SRR1174...region001,27701,52389,24688
c00183_S261bin...region001,2158,26846,24688
c00238_SRR8553...region001,9700,34388,24688
c00010_SRR5215...region001,50087,74774,24687
c00300_SRR1094...region001,0,24685,24685
c00021_S354bin...region001,0,24683,24683
c00021_SRR7976...region001,51938,76620,24682
c00024_SRR6476...region001,0,24663,24663
c00033_SRR1292...region001,6216,30877,24661
c00520_SRR5855...region001,4444,29105,24661
c00350_SRR6478...region001,0,24660,24660
c00829_SRR1183...region001,0,24652,24652
c00146_S109bin...region001,0,24651,24651
c00196_SRR1586...region001,0,24650,24650
c00135_SRR5688...region001,42842,67491,24649
c00161_SRR1174...region001,0,24649,24649
c00124_SRR4027...region001,376,25024,24648
c00003_SRR5259...region001,0,24646,24646
c00342_SRR8879...region001,0,24646,24646
c00008_SRR7976...region001,81176,105818,24642
c00064_SRR1292...region001,17480,42115,24635
c00131_SRR7097...region001,0,24635,24635
c00029_S127bin...region001,2422,27056,24634
c00059_SRR9009...region001,0,24634,24634
c00005_SRR8439...region001,30140,54772,24632
c00039_SRR5665...region001,30883,55513,24630
c00463_SRR1237...region001,0,24630,24630
c00091_SRR1171...region001,3530,28159,24629
c00108_S70rbin...region001,28655,53284,24629
c00359_SRR1095...region001,0,24629,24629
c00005_SRR8931...region001,31208,55836,24628
c00319_S135bin...region001,13395,38023,24628
c00452_S120bin...region001,0,24627,24627
c00008_SRR8543...region001,17402,42027,24625
c00035_S179bin...region001,3457,28080,24623
c00381_SRR1217...region001,5119,29741,24622
c00184_SRR7100...region001,20897,45517,24620
c00082_SRR1058...region001,0,24618,24618
c00102_SRR7003...region001,0,24618,24618
c00015_S75rbin...region001,0,24617,24617
c00085_SRR3985...region001,78639,103256,24617
c00114_SRR1206...region001,0,24612,24612
c00317_SRR1095...region001,15179,39790,24611
c00329_SRR8438...region001,0,24604,24604
c00021_S387bin...region001,0,24603,24603
c00063_SRR7687...region001,314696,339299,24603
c00011_SRR5881...region001,128457,153058,24601
c00316_S75rbin...region001,12901,37501,24600
c00400_SRR7003...region001,0,24596,24596
c00078_S173bin...region001,10408,35003,24595
c00049_SRR1058...region001,8815,33407,24592
c00172_SRR1184...region001,0,24592,24592
c00821_SRR8881...region001,0,24591,24591
c00018_SRR3990...region001,176468,201058,24590
c00089_BRice_4...region001,4370,28960,24590
c00212_S209bin...region001,0,24590,24590
c00117_SRR8554...region001,0,24588,24588
c00438_SRR7970...region001,1415,26003,24588
c00003_SRR7101...region001,0,24580,24580
c00170_S5rebin...region001,0,24580,24580
c00147_SRR5581...region001,47651,72225,24574
c00103_SRR1183...region002,143063,167635,24572
c00327_S379bin...region001,0,24572,24572
c00013_S185bin...region001,0,24571,24571
c00027_S118bin...region001,11772,36341,24569
c01244_SRR5215...region001,0,24567,24567
c00033_SRR8443...region001,0,24566,24566
c00140_SRR1167...region001,0,24566,24566
c00083_SRR5208...region001,0,24565,24565
c00285_SRR1291...region001,0,24563,24563
c00033_SRR6508...region001,36158,60719,24561
c00193_zpcx_8r...region001,0,24560,24560
c00369_SRR8881...region001,6002,30559,24557
c00035_S143bin...region001,4698,29253,24555
c00226_SRR6202...region001,2123,26677,24554
c00093_S325bin...region001,2755,27306,24551
c00217_R104bin...region001,0,24551,24551
c00013_SRR6202...region001,33380,57930,24550
c00021_SRR6184...region001,0,24549,24549
c00020_S134bin...region001,24501,49048,24547
c00410_SRR1167...region001,0,24545,24545
c00573_SRR5582...region001,0,24543,24543
c00124_SRR1099...region001,0,24542,24542
c00316_SRR1237...region001,0,24542,24542
c00291_S404bin...region001,0,24541,24541
c00678_SRR6201...region001,0,24538,24538
c00163_SRR8881...region001,0,24537,24537
c00610_S279bin...region001,0,24537,24537
c00056_SRR6184...region001,119792,144327,24535
c00124_SRR8881...region001,0,24533,24533
c00472_S187bin...region001,3642,28175,24533
c00022_S249bin...region001,503773,528303,24530
c00009_SRR5437...region001,53264,77789,24525
c00130_SRR1036...region001,0,24524,24524
c00105_SRR1171...region001,0,24521,24521
