ARO:3007015 qacG	547
ARO:3003724 vanW gene in vanI cluster	4099
ARO:3002972 vanT gene in vanG cluster	6714
ARO:3002956 vanY gene in vanB cluster	1957
ARO:3000777 adeF	12982
ARO:3002961 vanY gene in vanM cluster	690
ARO:3002909 vanG	245
ARO:3002891 Streptomyces rimosus otr(A)	245
ARO:3002955 vanY gene in vanA cluster	130
ARO:3007014 qacJ	65
ARO:3003395 Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	203
ARO:3005069 rsmA	158
ARO:3002535 AAC(3)-IIc	2
ARO:3002944 vanH gene in vanD cluster	107
ARO:3002948 vanH gene in vanO cluster	223
ARO:3002942 vanH gene in vanA cluster	37
ARO:3007209 Streptomyces venezuelae rox	48
ARO:3002965 vanW gene in vanG cluster	517
ARO:3007371 FosA8	66
ARO:3002958 vanY gene in vanF cluster	282
ARO:3007208 HelR	19
ARO:3002943 vanH gene in vanB cluster	294
ARO:3002959 vanY gene in vanG cluster	361
ARO:3007369 FosH	7
ARO:3007370 FosI	74
ARO:3003208 FosXCC	11
ARO:3007210 Nocardia farcinica rox	3
ARO:3007122 tet(O/W/32/O)	2
ARO:3000179 tet(L)	1
ARO:3000195 tetB(P)	1
ARO:3002594 AAC(6')-IIa	1
ARO:3000194 tet(W)	1
ARO:3003511 Escherichia coli soxS with mutation conferring antibiotic resistance	1
ARO:3004470 poxtA	21
ARO:3003369 Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	2
ARO:3002964 vanW gene in vanB cluster	57
ARO:3000518 CRP	1
ARO:3007019 fexB	1
ARO:3000966 TEM-103	1
ARO:3000516 emrR	2
ARO:3005350 DfrB9	7
ARO:3002952 vanX gene in vanF cluster	7
ARO:3002945 vanH gene in vanF cluster	20
ARO:3002986 bacA	1
ARO:3004107 Pseudomonas aeruginosa soxR	17
ARO:3004446 Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	2
ARO:3000186 tet(M)	3
ARO:3002595 AAC(6')-IIb	6
ARO:3007489 dfrB10	13
ARO:3000197 tet(36)	1
ARO:3001796 OXA-50	10
ARO:3007190 vanX gene in vanP cluster	1
ARO:3006925 GRD23-1	1
ARO:3002954 vanX gene in vanO cluster	4
ARO:3002947 vanH gene in vanM cluster	1
ARO:3000856 BJP-1	3
ARO:3003578 PmrF	1
ARO:3002837 lnuC	1
ARO:3000263 marA	2
ARO:3003378 Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	2
ARO:3004574 Acinetobacter baumannii AbaQ	3
ARO:3004442 tet(W/N/W)	3
ARO:3004873 Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides	1
ARO:3003725 vanX gene in vanI cluster	1
ARO:3007109 nimG	1
ARO:3002580 AAC(6')-Ib9	2
ARO:3003723 vanI	1
ARO:3004583 Klebsiella pneumoniae KpnF	1
ARO:3004580 Klebsiella pneumoniae KpnE	1
ARO:3000840 JOHN-1	2
ARO:3003784 Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin	1
ARO:3000245 RbpA	1
ARO:3005053 ArnT	1
ARO:3006872 DHT2-1	2
ARO:3006864 CRD3-1	1
