Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
SRR12284406,SRR12284406bin,17,SRA,Public Data,China,Asia,Bare Land,39878364,39.9022,96.2267,PRJNA647683,SAMN15596734,0-2 cm
SRR12284407,SRR12284407,0,SRA,Public Data,Namibia,Africa,Bare Land,17228512,-23.3107,15.5346,PRJNA647683,SAMN15596733,0-10 cm
SRR12284408,SRR12284408,0,SRA,Public Data,Australia: Roxby Downs,Australia,Bare Land,139871766,-30.4704,137.1363,PRJNA647683,SAMN15596730,0-10 cm
SRR12284409,SRR12284409bin,4,SRA,Public Data,Australia: Roxby Downs,Australia,Bare Land,133333184,-30.4704,137.1363,PRJNA647683,SAMN15596729,0-10 cm
SRR12284410,SRR12284410bin,2,SRA,Public Data,Australia: Roxby Downs,Australia,Bare Land,112079226,-30.4704,137.1363,PRJNA647683,SAMN15596726,0-10 cm
SRR12284412,SRR12284412,0,SRA,Public Data,Australia: Roxby Downs,Australia,Bare Land,44632138,-30.4704,137.1363,PRJNA647683,SAMN15596726,0-10 cm
SRR12347633,SRR12347633bin,8,SRA,Public Data,USA: California,North America,Bare Land,77128250,35.5039,-115.6922,PRJNA617094,SAMN14504062,Not applicable
SRR12347719,SRR12347719bin,5,SRA,Public Data,USA: Hawaii,North America,NA,96144812,NA,NA,PRJNA617095,SAMN14504119,Not applicable
SRR12347812,SRR12347812bin,15,SRA,Public Data,China,Asia,Artificial Surfaces,50962886,27.4448,111.352,PRJNA634794,SAMN15657755,50 cm
SRR12347813,SRR12347813,0,SRA,Public Data,"China:Yanshan Sb mine smelter, Lengshuijiang City, Hunan",Asia,Artificial Surfaces,77388224,27.4448,111.351,PRJNA634794,SAMN15657754,50 cm
SRR12347814,SRR12347814bin,24,SRA,Public Data,China,Asia,Artificial Surfaces,84884106,27.4448,111.35,PRJNA634794,SAMN15657753,200 cm
SRR12347815,SRR12347815bin,14,SRA,Public Data,China,Asia,Artificial Surfaces,78227028,27.4448,111.349,PRJNA634794,SAMN15657752,200 cm
SRR12347816,SRR12347816bin,14,SRA,Public Data,China,Asia,Artificial Surfaces,56521602,27.4448,111.348,PRJNA634794,SAMN15657751,150 cm
SRR12347817,SRR12347817bin,14,SRA,Public Data,China,Asia,Artificial Surfaces,74078990,27.4448,111.347,PRJNA634794,SAMN15657750,100cm
SRR12347818,SRR12347818bin,12,SRA,Public Data,China,Asia,Artificial Surfaces,47039976,27.4448,111.346,PRJNA634794,SAMN15657749,50 cm
SRR12347819,SRR12347819bin,25,SRA,Public Data,China,Asia,Artificial Surfaces,85041492,27.4448,111.345,PRJNA634794,SAMN15657748,50 cm
SRR12347820,SRR12347820bin,16,SRA,Public Data,China,Asia,Artificial Surfaces,75991504,27.4448,111.356,PRJNA634794,SAMN15657759,200 cm
SRR12347821,SRR12347821bin,14,SRA,Public Data,China,Asia,Artificial Surfaces,65115304,27.4448,111.355,PRJNA634794,SAMN15657758,200 cm
SRR12347822,SRR12347822bin,21,SRA,Public Data,China,Asia,Artificial Surfaces,76483990,27.4448,111.354,PRJNA634794,SAMN15657757,150 cm
SRR12347823,SRR12347823bin,16,SRA,Public Data,China,Asia,Artificial Surfaces,59949534,27.4448,111.353,PRJNA634794,SAMN15657756,100cm
SRR12347824,SRR12347824bin,2,SRA,Public Data,China,Asia,Artificial Surfaces,51798910,27.4448,111.344,PRJNA634794,SAMN15657747,100cm
SRR12347825,SRR12347825,0,SRA,Public Data,"China:Farm soil, Lengshuijiang City, Hunan",Asia,Artificial Surfaces,53633490,27.4448,111.343,PRJNA634794,SAMN15657746,50 cm
SRR12347921,SRR12347921bin,10,SRA,Public Data,United States,North America,Bare Land,55833172,40.23,-112.4652,PRJNA617098,SAMN14506025,Not applicable
SRR12347922,SRR12347922bin,3,SRA,Public Data,USA: California,North America,Bare Land,62917706,34.0997,-115.455,PRJNA617099,SAMN14505069,Not applicable
SRR12349226,SRR12349226bin,17,SRA,Public Data,USA: Hawaii,North America,NA,59155590,NA,NA,PRJNA617100,SAMN14505399,Not applicable
SRR12349250,SRR12349250bin,15,SRA,Public Data,USA: California,North America,Bare Land,104147344,35.635,-115.5124,PRJNA617101,SAMN14502839,Not applicable
SRR12349534,SRR12349534bin,2,SRA,Public Data,USA: California,North America,Bare Land,46198450,34.0655,-116.1702,PRJNA617103,SAMN14502588,Not applicable
SRR12349874,SRR12349874bin,13,SRA,Public Data,USA: California,North America,Bare Land,76460420,33.9461,-115.9036,PRJNA617106,SAMN14502557,Not applicable
SRR12350505,SRR12350505bin,9,SRA,Public Data,United States,North America,Grassland,85900640,40.822,-104.7128,PRJNA617108,SAMN14502647,Not applicable
SRR12377059,SRR12377059bin,1,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,23821832,46.70875,10.38854,PRJNA650496,SAMN15709476,Not applicable
SRR12377060,SRR12377060bin,3,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,34494706,46.70875,10.38853,PRJNA650496,SAMN15709475,Not applicable
SRR12377061,SRR12377061bin,7,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,29620462,46.70875,10.38852,PRJNA650496,SAMN15709474,Not applicable
SRR12377062,SRR12377062bin,3,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,27022588,46.70875,10.38851,PRJNA650496,SAMN15709473,Not applicable
SRR12377063,SRR12377063bin,3,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,25767454,46.70875,10.3885,PRJNA650496,SAMN15709472,Not applicable
SRR12377064,SRR12377064bin,1,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,30716906,46.70875,10.38849,PRJNA650496,SAMN15709471,Not applicable
SRR12377065,SRR12377065bin,9,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,29003536,46.70875,10.38848,PRJNA650496,SAMN15709470,Not applicable
SRR12377066,SRR12377066bin,2,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,27455226,46.70875,10.38847,PRJNA650496,SAMN15709469,Not applicable
SRR12377067,SRR12377067,0,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,29289362,46.70875,10.38859,PRJNA650496,SAMN15709481,Not applicable
SRR12377068,SRR12377068bin,1,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,25080694,46.70875,10.38858,PRJNA650496,SAMN15709480,Not applicable
SRR12377069,SRR12377069bin,1,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,31219774,46.70875,10.38857,PRJNA650496,SAMN15709479,Not applicable
SRR12377070,SRR12377070bin,7,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,34318398,46.70875,10.38856,PRJNA650496,SAMN15709478,Not applicable
SRR12377071,SRR12377071bin,11,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,24931132,46.70875,10.38855,PRJNA650496,SAMN15709477,Not applicable
SRR12377072,SRR12377072bin,3,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,28876044,46.70875,10.38846,PRJNA650496,SAMN15709468,Not applicable
SRR12377073,SRR12377073,0,SRA,Public Data,Switzerland,Europe,Artificial Surfaces,27657638,46.70875,10.38845,PRJNA650496,SAMN15709467,Not applicable
SRR12390916,SRR12390916,0,SRA,Public Data,United States,North America,Grassland,55094676,41.8784,-89.3541,PRJNA617223,SAMN14505472,Not applicable
SRR12390917,SRR12390917bin,1,SRA,Public Data,United States,North America,Grassland,70291290,41.9035,-89.3341,PRJNA617222,SAMN14505825,Not applicable
SRR12403550,SRR12403550,0,SRA,Public Data,South Africa,Africa,Agricultural Land,18101864,-25.99,26.52,PRJNA655627,SAMN15747071,Not applicable
SRR12403551,SRR12403551,0,SRA,Public Data,South Africa,Africa,Agricultural Land,18461612,-25.99,26.52,PRJNA655627,SAMN15747070,Not applicable
SRR12403554,SRR12403554bin,2,SRA,Public Data,South Africa,Africa,Agricultural Land,22841650,-25.99,26.52,PRJNA655627,SAMN15747067,Not applicable
SRR12418371,SRR12418371,0,SRA,Public Data,Australia,Australia,Grassland,38582850,-37.926514,145.313136,PRJNA656125,SAMN15772035,5-10 cm
SRR12418372,SRR12418372,0,SRA,Public Data,Australia,Australia,Grassland,39855938,-37.926514,145.313136,PRJNA656125,SAMN15772034,0-5 cm
SRR12418373,SRR12418373,0,SRA,Public Data,Australia,Australia,Forest,34597254,-37.446379,144.470078,PRJNA656125,SAMN15772033,25-30 cm
SRR12418374,SRR12418374,0,SRA,Public Data,Australia,Australia,Forest,37643944,-37.446379,144.470078,PRJNA656125,SAMN15772032,15-20 cm
SRR12418375,SRR12418375,0,SRA,Public Data,Australia,Australia,Forest,34703638,-37.446379,144.470078,PRJNA656125,SAMN15772031,5-10 cm
SRR12418376,SRR12418376,0,SRA,Public Data,Australia,Australia,Forest,33308474,-37.446379,144.470078,PRJNA656125,SAMN15772030,0-5 cm
SRR12418377,SRR12418377bin,2,SRA,Public Data,Australia,Australia,Bare Land,32972072,-23.977765,133.712524,PRJNA656125,SAMN15772029,25-30 cm
SRR12418378,SRR12418378bin,1,SRA,Public Data,Australia,Australia,Bare Land,38765776,-23.977765,133.712524,PRJNA656125,SAMN15772028,15-20 cm
SRR12418379,SRR12418379bin,2,SRA,Public Data,Australia,Australia,Wetland,36831306,-37.908647,145.139591,PRJNA656125,SAMN15772041,25-30 cm
SRR12418380,SRR12418380bin,1,SRA,Public Data,Australia,Australia,Wetland,38854476,-37.908647,145.139591,PRJNA656125,SAMN15772040,15-20 cm
SRR12418381,SRR12418381bin,3,SRA,Public Data,Australia,Australia,Wetland,32456490,-37.908647,145.139591,PRJNA656125,SAMN15772039,5-10 cm
SRR12418382,SRR12418382bin,1,SRA,Public Data,Australia,Australia,Wetland,38314800,-37.908647,145.139591,PRJNA656125,SAMN15772038,0-5 cm
SRR12418383,SRR12418383bin,3,SRA,Public Data,Australia,Australia,Grassland,39700892,-37.926514,145.313136,PRJNA656125,SAMN15772037,25-30 cm
SRR12418384,SRR12418384bin,3,SRA,Public Data,Australia,Australia,Grassland,37939354,-37.926514,145.313136,PRJNA656125,SAMN15772036,15-20 cm
SRR12418385,SRR12418385bin,1,SRA,Public Data,Australia,Australia,Bare Land,33663624,-23.977765,133.712524,PRJNA656125,SAMN15772027,5-10 cm
SRR12418386,SRR12418386bin,4,SRA,Public Data,Australia,Australia,Bare Land,39363652,-23.977765,133.712524,PRJNA656125,SAMN15772026,0-5 cm
SRR12473530,SRR12473530,0,SRA,Public Data,Israel,Asia,Bare Land,18432600,29.94152,34.97481,PRJNA657906,SAMN15851667,0-2 cm
SRR12473531,SRR12473531bin,7,SRA,Public Data,Israel,Asia,Bare Land,24126174,30.785336,34.767347,PRJNA657906,SAMN15851666,0-2 cm
SRR12473532,SRR12473532bin,3,SRA,Public Data,Israel,Asia,Bare Land,21750364,30.60916667,34.74583333,PRJNA657906,SAMN15851665,0-2 cm
SRR12473533,SRR12473533bin,1,SRA,Public Data,Israel,Asia,Bare Land,26836318,30.60916667,34.74583333,PRJNA657906,SAMN15851664,0-2 cm
SRR12473534,SRR12473534bin,5,SRA,Public Data,Israel,Asia,Bare Land,26991866,31.34916667,34.91305556,PRJNA657906,SAMN15851663,0-2 cm
SRR12473535,SRR12473535bin,4,SRA,Public Data,Israel,Asia,Bare Land,28039530,31.34583333,34.91333333,PRJNA657906,SAMN15851662,0-2 cm
SRR12473536,SRR12473536,0,SRA,Public Data,Israel,Asia,Bare Land,28752340,31.25333333,34.75277778,PRJNA657906,SAMN15851661,0-2 cm
SRR12473537,SRR12473537bin,2,SRA,Public Data,Israel,Asia,Bare Land,23119732,31.63027778,34.91472222,PRJNA657906,SAMN15851660,0-2 cm
SRR12473538,SRR12473538,0,SRA,Public Data,Israel,Asia,Bare Land,24427166,30.405,34.94916667,PRJNA657906,SAMN15851669,0-2 cm
SRR12473539,SRR12473539bin,5,SRA,Public Data,Israel,Asia,Bare Land,25074156,30.40555556,34.95055556,PRJNA657906,SAMN15851668,0-2 cm
SRR12473540,SRR12473540,0,SRA,Public Data,Israel,Asia,Bare Land,24006758,31.64222222,34.93304444,PRJNA657906,SAMN15851659,0-2 cm
SRR12473541,SRR12473541bin,1,SRA,Public Data,Israel,Asia,Bare Land,26604492,31.642372,34.935008,PRJNA657906,SAMN15851658,0-2 cm
SRR12608593,SRR12608593bin,1,SRA,Public Data,China,Asia,Grassland,99561866,43.35,116.4,PRJNA662109,SAMN16076883,Not applicable
SRR12608594,SRR12608594bin,2,SRA,Public Data,China,Asia,Grassland,94745064,44.14,116.31,PRJNA662109,SAMN16076882,Not applicable
SRR12608595,SRR12608595bin,2,SRA,Public Data,China,Asia,Grassland,89211178,43.34,116.4,PRJNA662109,SAMN16076881,Not applicable
SRR12608596,SRR12608596bin,1,SRA,Public Data,China,Asia,Grassland,89516626,43.33,116.4,PRJNA662109,SAMN16076880,Not applicable
SRR12608597,SRR12608597bin,2,SRA,Public Data,China,Asia,Grassland,93032684,43.32,116.4,PRJNA662109,SAMN16076879,Not applicable
SRR12608598,SRR12608598bin,3,SRA,Public Data,China,Asia,Grassland,95662704,44.16,116.31,PRJNA662109,SAMN16076887,Not applicable
SRR12608599,SRR12608599bin,9,SRA,Public Data,China,Asia,Grassland,90420714,44.15,116.31,PRJNA662109,SAMN16076886,Not applicable
SRR12608600,SRR12608600bin,1,SRA,Public Data,China,Asia,Grassland,99556266,43.37,116.4,PRJNA662109,SAMN16076885,Not applicable
SRR12608601,SRR12608601bin,1,SRA,Public Data,China,Asia,Grassland,88532034,43.36,116.4,PRJNA662109,SAMN16076884,Not applicable
SRR12649127,SRR12649127,0,SRA,Public Data,"Australia: Darwin, NT",Australia,Wetland,22306622,-12.37,130.867,PRJNA663662,SAMN16176657,Not applicable
SRR12658686,SRR12658686bin,11,SRA,Public Data,USA: California,North America,Bare Land,68283142,34.7856,-115.66,PRJNA655053,SAMN15738938,Not applicable
SRR12659365,SRR12659365bin,34,SRA,Public Data,United States,North America,Forest,377824776,42.5315,-72.1899,PRJNA654927,SAMN15738962,Not applicable
SRR12659369,SRR12659369bin,43,SRA,Public Data,United States,North America,Forest,333756156,42.5315,-72.1899,PRJNA654925,SAMN15739099,Not applicable
SRR12659388,SRR12659388bin,23,SRA,Public Data,United States,North America,Forest,314908276,42.5315,-72.1899,PRJNA654928,SAMN15738825,Not applicable
SRR12659389,SRR12659389bin,28,SRA,Public Data,United States,North America,Forest,340487930,42.5315,-72.1899,PRJNA654926,SAMN15738865,Not applicable
SRR12659390,SRR12659390bin,54,SRA,Public Data,United States,North America,Forest,401798830,42.5315,-72.1899,PRJNA654929,SAMN15738936,Not applicable
SRR12659391,SRR12659391bin,37,SRA,Public Data,United States,North America,Forest,452320410,42.5315,-72.1899,PRJNA654933,SAMN15739100,Not applicable
SRR12659394,SRR12659394bin,32,SRA,Public Data,United States,North America,Forest,364794930,42.5315,-72.1899,PRJNA654931,SAMN15738998,Not applicable
SRR12659395,SRR12659395bin,28,SRA,Public Data,United States,North America,Forest,309342882,42.5315,-72.1899,PRJNA654930,SAMN15738999,Not applicable
SRR12659399,SRR12659399bin,28,SRA,Public Data,United States,North America,Forest,363596062,42.5315,-72.1899,PRJNA654934,SAMN15738961,Not applicable
SRR12681395,SRR12681395bin,33,SRA,Public Data,United States,North America,Agricultural Land,316361022,42.0127,-93.7445,PRJNA654762,SAMN15738811,Not applicable
SRR12681497,SRR12681497,0,SRA,Public Data,United States,North America,Agricultural Land,319179838,42.0127,-93.7445,PRJNA654766,SAMN15738856,Not applicable
SRR12681506,SRR12681506bin,20,SRA,Public Data,United States,North America,Agricultural Land,308188088,42.0127,-93.7445,PRJNA654771,SAMN15738875,Not applicable
SRR12681507,SRR12681507bin,36,SRA,Public Data,United States,North America,Agricultural Land,392033552,42.0127,-93.7445,PRJNA654767,SAMN15738855,Not applicable
SRR12681508,SRR12681508bin,33,SRA,Public Data,United States,North America,Agricultural Land,397216416,42.0127,-93.7445,PRJNA654770,SAMN15739109,Not applicable
SRR12681509,SRR12681509bin,37,SRA,Public Data,United States,North America,Agricultural Land,289417168,42.0127,-93.7445,PRJNA654768,SAMN15738889,Not applicable
SRR12681510,SRR12681510bin,39,SRA,Public Data,United States,North America,Agricultural Land,339441538,42.0127,-93.7445,PRJNA654769,SAMN15738888,Not applicable
SRR12681512,SRR12681512bin,26,SRA,Public Data,United States,North America,Agricultural Land,333970076,42.0127,-93.7445,PRJNA654765,SAMN15738987,Not applicable
SRR12688413,SRR12688413bin,19,SRA,Public Data,USA: California,North America,Bare Land,87554324,35.5039,-115.6922,PRJNA653492,SAMN15739572,Not applicable
SRR12692786,SRR12692786bin,29,SRA,Public Data,USA: North Carolina,North America,Wetland,342672868,36,-78,PRJNA653779,SAMN15741245,Not applicable
SRR12692787,SRR12692787bin,22,SRA,Public Data,USA: North Carolina,North America,Wetland,370752466,36,-78,PRJNA653780,SAMN15741801,Not applicable
SRR12692950,SRR12692950,0,SRA,Public Data,USA: North Carolina,North America,Wetland,316662462,36,-78,PRJNA653782,SAMN15739565,Not applicable
SRR12692973,SRR12692973bin,28,SRA,Public Data,USA: North Carolina,North America,Wetland,375731542,36,-78,PRJNA653781,SAMN15741229,Not applicable
SRR12696334,SRR12696334bin,1,SRA,Public Data,Brazil,South America,Forest,3662604,-21.708519,-47.582469,PRJNA665014,SAMN16238504,Not applicable
SRR12696335,SRR12696335bin,1,SRA,Public Data,Brazil,South America,Forest,3047696,-21.708519,-47.582469,PRJNA665014,SAMN16238503,Not applicable
SRR12696336,SRR12696336bin,1,SRA,Public Data,Brazil,South America,Forest,2823874,-21.708519,-47.582469,PRJNA665014,SAMN16238502,Not applicable
SRR12696337,SRR12696337bin,1,SRA,Public Data,Brazil,South America,Forest,3678182,-21.708519,-47.582469,PRJNA665014,SAMN16238501,Not applicable
SRR12696338,SRR12696338bin,3,SRA,Public Data,Brazil,South America,Agricultural Land,5738828,-21.708519,-47.582469,PRJNA665014,SAMN16238500,Not applicable
SRR12696340,SRR12696340bin,3,SRA,Public Data,Brazil,South America,Agricultural Land,7973744,-21.708519,-47.582469,PRJNA665014,SAMN16238498,Not applicable
SRR12696341,SRR12696341bin,1,SRA,Public Data,Brazil,South America,Agricultural Land,3700956,-21.708519,-47.582469,PRJNA665014,SAMN16238497,Not applicable
SRR12696342,SRR12696342bin,1,SRA,Public Data,Brazil,South America,Forest,3019904,-21.708519,-47.582469,PRJNA665014,SAMN16238506,Not applicable
SRR12696343,SRR12696343bin,1,SRA,Public Data,Brazil,South America,Forest,2800396,-21.708519,-47.582469,PRJNA665014,SAMN16238505,Not applicable
SRR12696344,SRR12696344bin,1,SRA,Public Data,Brazil,South America,Agricultural Land,4045342,-21.708519,-47.582469,PRJNA665014,SAMN16238496,Not applicable
SRR12696345,SRR12696345bin,1,SRA,Public Data,Brazil,South America,Agricultural Land,5351948,-21.708519,-47.582469,PRJNA665014,SAMN16238495,Not applicable
SRR12721341,SRR12721341bin,7,SRA,Public Data,China,Asia,Bare Land,40319840,26.14,105.42,PRJNA666015,SAMN16276741,Not applicable
SRR12721342,SRR12721342bin,2,SRA,Public Data,China,Asia,Agricultural Land,36533192,26.14,105.42,PRJNA666015,SAMN16276740,Not applicable
SRR12721343,SRR12721343bin,4,SRA,Public Data,China,Asia,Agricultural Land,34997490,26.14,105.42,PRJNA666015,SAMN16276739,Not applicable
SRR12721344,SRR12721344bin,2,SRA,Public Data,China,Asia,Agricultural Land,34986432,26.14,105.42,PRJNA666015,SAMN16276738,Not applicable
SRR12721345,SRR12721345bin,2,SRA,Public Data,China,Asia,Shrubland,36114960,26.14,105.42,PRJNA666015,SAMN16276737,Not applicable
SRR12721346,SRR12721346bin,2,SRA,Public Data,China,Asia,Shrubland,32794410,26.14,105.42,PRJNA666015,SAMN16276736,Not applicable
SRR12721347,SRR12721347bin,1,SRA,Public Data,China,Asia,Shrubland,42408054,26.14,105.42,PRJNA666015,SAMN16276735,Not applicable
SRR12721348,SRR12721348,0,SRA,Public Data,China,Asia,Grassland,37521620,26.14,105.42,PRJNA666015,SAMN16276734,Not applicable
SRR12721349,SRR12721349bin,8,SRA,Public Data,China,Asia,Bare Land,44283990,26.14,105.42,PRJNA666015,SAMN16276743,Not applicable
SRR12721350,SRR12721350bin,8,SRA,Public Data,China,Asia,Bare Land,36031122,26.14,105.42,PRJNA666015,SAMN16276742,Not applicable
SRR12721351,SRR12721351,0,SRA,Public Data,China,Asia,Grassland,43511506,26.14,105.42,PRJNA666015,SAMN16276733,Not applicable
SRR12721352,SRR12721352bin,1,SRA,Public Data,China,Asia,Grassland,37950700,26.14,105.42,PRJNA666015,SAMN16276732,Not applicable
SRR12756227,SRR12756227bin,4,SRA,Public Data,United States,North America,Tundra,23958794,68.38,-149.43,PRJNA666429,SAMN16293040,Not applicable
SRR12756228,SRR12756228bin,5,SRA,Public Data,United States,North America,Tundra,27654912,68.38,-149.43,PRJNA666429,SAMN16293039,Not applicable
SRR12756229,SRR12756229bin,3,SRA,Public Data,United States,North America,Tundra,25535778,68.38,-149.43,PRJNA666429,SAMN16293038,Not applicable
SRR12756230,SRR12756230bin,6,SRA,Public Data,United States,North America,Tundra,31366222,68.38,-149.43,PRJNA666429,SAMN16293037,Not applicable
SRR12756231,SRR12756231bin,4,SRA,Public Data,United States,North America,Tundra,21649380,68.38,-149.43,PRJNA666429,SAMN16293036,Not applicable
SRR12756232,SRR12756232bin,2,SRA,Public Data,United States,North America,Tundra,31564050,68.38,-149.43,PRJNA666429,SAMN16293035,Not applicable
