Genome	Mean
cpsnj01_SemiBin_71	33.09549
cpsnj01_SemiBin_11	64.14305
cpsnj01_SemiBin_24	26.739128
cpsnj01_SemiBin_9	73.79866
cpsnj01_SemiBin_90	27.136549
cpsnj01_SemiBin_146	142.91199
cpsnj01_SemiBin_409	5.533358
cpsnj01_SemiBin_47	33.306038
cpsnj01_SemiBin_42	32.413445
cpsnj01_SemiBin_92	95.44675
cpsnj01_SemiBin_43	19.14684
cpsnj01_SemiBin_127	59.03734
cpsnj01_SemiBin_95	13.743643
cpsnj01_SemiBin_73	15.060528
cpsnj01_SemiBin_59	51.38038
cpsnj01_SemiBin_115	7.443835
cpsnj01_SemiBin_57	47.17616
cpsnj01_SemiBin_1234	38.419834
cpsnj01_SemiBin_51	69.04946
cpsnj01_SemiBin_63	337.68765
cpsnj01_SemiBin_1	17.28323
cpsnj01_SemiBin_112	17.357775
cpsnj01_SemiBin_2	18.674797
cpsnj01_SemiBin_7	100.61444
cpsnj01_SemiBin_65	38.17884
cpsnj01_SemiBin_123	30.548618
cpsnj01_SemiBin_77	13.300696
cpsnj01_SemiBin_10	44.55235
cpsnj01_SemiBin_399	36.563816
cpsnj01_SemiBin_39	40.145897
cpsnj01_SemiBin_45	60.919353
cpsnj01_SemiBin_8	23.060905
cpsnj01_SemiBin_6	23.431986
cpsnj01_SemiBin_30	13.619037
cpsnj01_SemiBin_32	23.690594
cpsnj01_SemiBin_61	46.05476
cpsnj01_SemiBin_4	19.137623
cpsnj01_SemiBin_0	25.170507
cpsnj01_SemiBin_38	8.405361
cpsnj01_SemiBin_40	51.140167
cpsnj01_SemiBin_18	58.17847
cpsnj01_SemiBin_286	23.078821
cpsnj01_SemiBin_208	17.857029
cpsnj01_SemiBin_110	53.04153
cpsnj01_SemiBin_5	20.082357
cpsnj01_SemiBin_83	72.849396
cpsnj01_SemiBin_124	29.098503
cpsnj01_SemiBin_82	12.779852
cpsnj01_SemiBin_37	47.5845
cpsnj01_SemiBin_20	105.018776
cpsnj01_SemiBin_275	8.178558
cpsnj01_SemiBin_16	72.48802
cpsnj01_SemiBin_156	27.49948
cpsnj01_SemiBin_54	66.776115
cpsnj01_SemiBin_28	112.89865
cpsnj01_SemiBin_56	13.687011
cpsnj01_SemiBin_22	18.599157
cpsnj01_SemiBin_64	11.003935
cpsnj01_SemiBin_17	20.786568
cpsnj01_SemiBin_26	44.51448
cpsnj01_SemiBin_52	31.898735
cpsnj01_SemiBin_48	29.527502
cpsnj01_SemiBin_87	8.296461
cpsnj01_SemiBin_62	68.34285
cpsnj01_SemiBin_66	37.2801
cpsnj01_SemiBin_14	52.13385
cpsnj01_SemiBin_1263	28.710415
cpsnj01_SemiBin_118	57.36981
cpsnj01_SemiBin_12	28.255402
cpsnj01_SemiBin_49	25.102196
cpsnj01_SemiBin_21	25.72318
cpsnj01_SemiBin_85	11.391359
cpsnj01_SemiBin_25	82.65975
cpsnj01_SemiBin_15	35.71604
cpsnj01_SemiBin_23	17.808407
cpsnj01_SemiBin_19	16.679667
cpsnj01_SemiBin_29	27.71843
cpsnj01_SemiBin_35	12.645072
cpsnj01_SemiBin_1216	61.75224
cpsnj01_SemiBin_34	53.201225
Genome	cpsnj02_ont_trim_filter_500_porechop.fastq.gz Mean
