sample	mean	tmean10	median
SRR25158332	0.9713440599822144	0.9713440599822144	0.9713440599822144
SRR25158469	0.9713541716254719	0.9713541716254719	0.9713541716254719
SRR25158428	0.9713712735249685	0.9713712735249685	0.9713712735249685
SRR25158522	0.9713581473060557	0.9713581473060557	0.9713581473060557
SRR25158184	0.9713743912728107	0.9713743912728107	0.9713743912728107
SRR25158519	0.9713601977710657	0.9713601977710657	0.9713601977710657
SRR25158293	0.9712930363784887	0.9712930363784887	0.9712930363784887
SRR25158305	0.9713298159884163	0.9713298159884163	0.9713298159884163
SRR25158533	0.9713797527129825	0.9713797527129825	0.9713797527129825
SRR25158500	0.9713698052933376	0.9713698052933376	0.9713698052933376
SRR25158209	0.9713739048161346	0.9713739048161346	0.9713739048161346
SRR25158534	0.9713784306282723	0.9713784306282723	0.9713784306282723
SRR25158205	0.9712741200302003	0.9712741200302003	0.9712741200302003
SRR25158511	0.9713773209640405	0.9713773209640405	0.9713773209640405
SRR25158319	0.9713408577380174	0.9713408577380174	0.9713408577380174
SRR25158279	0.9713355202435244	0.9713355202435244	0.9713355202435244
SRR25158507	0.9713493977465355	0.9713493977465355	0.9713493977465355
SRR25158420	0.9713616132665631	0.9713616132665631	0.9713616132665631
SRR25158253	0.9713510189156617	0.9713510189156617	0.9713510189156617
SRR25158466	0.9713913909829213	0.9713913909829213	0.9713913909829213
SRR25158286	0.9713846650687293	0.9713846650687293	0.9713846650687293
SRR25158219	0.9713818418079506	0.9713818418079506	0.9713818418079506
SRR25158248	0.9712797003376203	0.9712797003376203	0.9712797003376203
SRR25158265	0.9712942499801831	0.9712942499801831	0.9712942499801831
SRR25158424	0.9713466720999143	0.9713466720999143	0.9713466720999143
SRR25158247	0.9713029496217731	0.9713029496217731	0.9713029496217731
SRR25158330	0.9713515020010924	0.9713515020010924	0.9713515020010924
SRR25158456	0.9713816856092227	0.9713816856092227	0.9713816856092227
SRR25158236	0.9712989259818136	0.9712989259818136	0.9712989259818136
SRR25158410	0.9713792848880426	0.9713792848880426	0.9713792848880426
SRR25158407	0.9713606573756769	0.9713606573756769	0.9713606573756769
SRR25158204	0.971335367785295	0.971335367785295	0.971335367785295
SRR25158523	0.9713801644528656	0.9713801644528656	0.9713801644528656
SRR25158291	0.9713387992117809	0.9713387992117809	0.9713387992117809
SRR25158429	0.9713870647707612	0.9713870647707612	0.9713870647707612
SRR25158232	0.9712686400878903	0.9712686400878903	0.9712686400878903
SRR25158356	0.9713994101381229	0.9713994101381229	0.9713994101381229
SRR25158380	0.971389184041238	0.971389184041238	0.971389184041238
SRR25158185	0.9713828034726083	0.9713828034726083	0.9713828034726083
SRR25158326	0.9713476262301541	0.9713476262301541	0.9713476262301541
SRR25158444	0.9713833177063067	0.9713833177063067	0.9713833177063067
SRR25158270	0.9713495052256764	0.9713495052256764	0.9713495052256764
SRR25158331	0.9713405551317088	0.9713405551317088	0.9713405551317088
SRR25158221	0.9713837487378418	0.9713837487378418	0.9713837487378418
SRR25158246	0.9713152997889457	0.9713152997889457	0.9713152997889457
SRR25158262	0.9713383309721787	0.9713383309721787	0.9713383309721787
SRR25158425	0.971320542712023	0.971320542712023	0.971320542712023
