sample	mean	tmean10	median
SRR25158305	6.734259735952315	6.737053404402352	6.741373609707634
SRR25158452	6.803082500486722	6.807582142363023	6.801426707186831
SRR25158320	7.4547356731582175	7.454331212759535	7.46162348821901
SRR25158370	7.223305959148951	7.229127471601558	7.241315157912776
SRR25158401	7.4982467693046795	7.500867536192763	7.498674959111309
SRR25158192	7.1480574744480165	7.154321143032732	7.151822994248277
SRR25158530	7.3173324280513565	7.3191112955099165	7.326737838580299
SRR25158218	7.543650302200608	7.547012948170639	7.551659144870833
SRR25158412	6.564929775785274	6.56830994534518	6.5876236131764685
SRR25158489	7.428149872228019	7.4313917719491105	7.4314537007297545
SRR25158406	7.356833145563473	7.358554128577821	7.356203009216162
SRR25158518	7.415154183127815	7.41788628341917	7.422294624739405
SRR25158267	6.6923896371109	6.687651341206901	6.681844180637512
SRR25158268	6.611183342999523	6.605815134950046	6.607928035916533
SRR25158431	7.169896630486287	7.168848674757904	7.169812332791057
SRR25158255	7.356555890996564	7.358252438996242	7.356416656334666
SRR25158331	7.420108700486097	7.422560090943242	7.4214508699311095
SRR25158209	7.599403043572894	7.598563756046888	7.607732230829028
SRR25158328	7.30258564913186	7.299254587401971	7.299481359003912
SRR25158184	7.240494926916549	7.241979538605352	7.240706608032849
SRR25158272	7.075431733034768	7.078034367948168	7.088531297027638
SRR25158235	7.578208409443932	7.579986244581511	7.579854114074283
SRR25158448	7.256209265182221	7.260942909108162	7.2575208176998025
SRR25158422	7.122787648775278	7.124714365695664	7.128606579688671
SRR25158313	6.603716040485527	6.600163114391672	6.594875407674428
SRR25158233	7.128460605031475	7.127556286690569	7.130224230883393
SRR25158416	7.155285853405546	7.153710434842044	7.154921634174574
SRR25158432	7.136740964933256	7.137610610742618	7.13192368567671
SRR25158327	7.3868155589604365	7.3878692046434855	7.384961391797303
SRR25158196	7.500326109264008	7.498603536854385	7.510611722745656
SRR25158395	7.180946590209004	7.184716399160612	7.190592898595651
SRR25158234	7.468136069832728	7.471729623244414	7.479580283060361
SRR25158515	7.104279903712471	7.106421632957321	7.11318036545718
SRR25158257	7.262907106819521	7.265381363334684	7.288421581350707
SRR25158410	7.083941064989686	7.091445881074626	7.068475116479138
SRR25158375	7.381427174710989	7.381114150266686	7.393739333963941
SRR25158420	7.117364212896132	7.121431369181442	7.1259579835789815
SRR25158461	7.096430360431437	7.094519358712129	7.093183247950165
SRR25158466	7.041169597374438	7.044284084832418	7.047188796736306
SRR25158447	7.211821455870982	7.214767805720749	7.221126576005187
SRR25158203	7.241376970161525	7.243572811585634	7.243670529230573
SRR25158193	7.109610017710572	7.112508485584009	7.117975901100506
SRR25158338	7.312006586986414	7.310024908628097	7.307493209589299
SRR25158306	7.272849921391695	7.273019681673235	7.268663241000312
SRR25158228	7.339792576059499	7.341308908606948	7.351235773302735
SRR25158418	7.318860483167318	7.320227568885308	7.32657167924424
SRR25158477	7.418707138410441	7.420831145440083	7.414817098629534
SRR25158194	7.094272158611309	7.0981099817209	7.11398747948091
SRR25158319	7.600261700972638	7.602501292986452	7.5979196318975974
SRR25158525	7.460534801721719	7.467943917986835	7.461775092189684
SRR25158207	7.533742997331654	7.5359135932233485	7.532712282377733
SRR25158360	6.31829157982161	6.322102726936589	6.32842649149275
SRR25158253	7.534773624268204	7.536518688406345	7.52925556070608
SRR25158400	7.324690038252447	7.328322387310024	7.327899419643542
SRR25158322	7.210939230165068	7.212584409277765	7.2082289913054725
SRR25158296	6.579737132419858	6.579312588819831	6.567818127838243
SRR25158283	7.606366527488444	7.610465682100903	7.612987458941706
SRR25158451	7.253432414882056	7.252586569754771	7.2594629425517505
SRR25158223	7.499061191972442	7.502211236681686	7.511926352163767
SRR25158417	7.269068339740515	7.272432289838224	7.282890929171724
SRR25158378	7.227258963004489	7.2297470038311795	7.222818853011843
SRR25158325	7.399132902702316	7.396914909451307	7.402095605041211
SRR25158481	7.432463752579614	7.435578809242074	7.451454649055156
SRR25158390	6.89914368417735	6.904945347769384	6.9067559923295345
SRR25158210	7.708541606656375	7.7085468296500945	7.718324906493306
SRR25158259	7.2721720145020425	7.2756963772725864	7.297429829288136
SRR25158359	6.61810137402639	6.61681310685643	6.607880843914999
SRR25158353	6.597675541545371	6.592716356313688	6.596556863375573
SRR25158245	7.295802732268228	7.299030153138605	7.301987303310228
SRR25158526	7.3109313541900205	7.312667844242273	7.320725915743423
SRR25158239	7.434517618624	7.436754931200473	7.457814695054382
SRR25158227	7.362537312544332	7.361885448092433	7.353283853090706
SRR25158202	7.155794063686493	7.155900553364141	7.156781749436998
SRR25158236	7.546545576646177	7.547512495732941	7.552960499423111
SRR25158483	7.381748747480432	7.386760617467785	7.383361691585412
SRR25158311	6.6667924317630005	6.661427807557677	6.667983894178937
SRR25158440	7.377084001471901	7.376148881863746	7.382074035137247
SRR25158396	7.108722454279099	7.111097541675496	7.115585796155235
SRR25158388	7.419071268453255	7.421493745281862	7.424664145529427
SRR25158178	7.297129744691462	7.299676201792546	7.307556185602861
SRR25158358	6.43986566534714	6.438357764186469	6.4323199510183855
SRR25158521	7.296753446903716	7.298716941089924	7.300435664040931
SRR25158183	7.414840668774293	7.415864835186169	7.425237238016948
SRR25158266	6.586023446734994	6.584526593465163	6.58092232344223
SRR25158356	7.412703945485685	7.415734129490594	7.415041602781419
SRR25158318	7.260724887957243	7.260221720197022	7.269034099803791
SRR25158534	7.493604759381167	7.497272073857683	7.511450267485805
SRR25158206	7.28825434322571	7.290662841692468	7.284806864776788
SRR25158488	7.376627323733007	7.376504023275239	7.378190217812912
SRR25158315	7.351338032927585	7.346890904502714	7.343710797937362
SRR25158490	7.584377199365898	7.584171431271362	7.591345786860809
SRR25158383	7.387360842393027	7.393556883679929	7.400887069939978
SRR25158190	7.434258546765807	7.435529058666849	7.435772840255752
SRR25158502	7.132697648651468	7.133359700140798	7.138375850173466
SRR25158254	7.385741461897647	7.388447345544104	7.39363564045797
SRR25158424	7.1523972582555455	7.150767002668129	7.142847793910978
SRR25158528	7.344990197068933	7.346322484129733	7.356363107717962
SRR25158286	7.549319341069018	7.553507926398562	7.553631185414612
SRR25158297	6.742128885728042	6.74136779391591	6.7369163395021445
SRR25158510	7.241718744742993	7.24364184796058	7.243805257067086
SRR25158500	7.55180860586654	7.5561701157123045	7.563278578473037
SRR25158280	7.369012943107232	7.371740242129918	7.376367963869984
SRR25158290	7.010556098498535	7.013942235412897	7.019640784149653
SRR25158475	7.279264729840563	7.279572317686707	7.281833350237002
SRR25158436	7.187410377261732	7.192761983191744	7.191747688446977
SRR25158316	7.388643452324551	7.385170710803368	7.381435051246076
SRR25158365	7.603557274951085	7.605716965823542	7.608606577223109
SRR25158366	7.4324314131505425	7.435408650817404	7.437677771480897
SRR25158240	7.226282919234432	7.2302687041815314	7.22537394457216
SRR25158445	7.224731137739212	7.229810406060353	7.236481311114929
SRR25158486	7.146487721038243	7.148481785975278	7.149666290771741
SRR25158433	7.288884010577875	7.287699276779814	7.287958982275179
SRR25158342	6.7082389398801725	6.708212680019543	6.722557074580203
SRR25158444	7.310065767025665	7.312403274297605	7.314024193749741
SRR25158437	6.684198667805148	6.681400794503555	6.691032873340082
SRR25158519	7.43259981680911	7.432221812088009	7.4333301731278505
SRR25158484	7.401759998791592	7.401159419007256	7.403139811673153
SRR25158300	6.815731967664686	6.816052744852694	6.829529843175971
SRR25158446	7.360839445904479	7.364624405403504	7.370523824105714
SRR25158514	7.060550373153727	7.062679535470234	7.071195286117415
SRR25158402	6.8409873638310605	6.841401407178052	6.845077978010053
SRR25158492	7.091022922272972	7.095253455647305	7.107614174952685
SRR25158463	7.016238802945929	7.018672991122369	7.0411864116954455
SRR25158474	7.2991953197010755	7.300776804031831	7.304845822395784
SRR25158462	7.148792804734954	7.152204466371208	7.164442044412784
SRR25158211	7.525855018781168	7.526253738765359	7.535283084766138
SRR25158354	6.5971284730714155	6.591369342906879	6.599841855524036
SRR25158368	6.7107232439399045	6.712937385237862	6.718228598941145
SRR25158495	7.191035456808835	7.193692976375756	7.194045670608881
SRR25158409	7.262081633993265	7.263401179200621	7.255049174893825
SRR25158279	7.555433506250446	7.556168019316478	7.5556057549788935
SRR25158516	7.364278768371256	7.364490878942504	7.363755995099343
SRR25158299	5.963227595019215	5.956710300490145	5.964125756939601
SRR25158499	6.898899735396794	6.896677419011541	6.896428420723438
SRR25158307	7.026321492556619	7.0214509262336655	7.0178919524300465
SRR25158470	7.088049163837375	7.0913532610778525	7.101907867314895
SRR25158469	7.311822294956092	7.308602674000299	7.302650153059291
SRR25158389	7.470686363286747	7.472357425237104	7.486027411021053
SRR25158497	7.290420949919522	7.292494734414771	7.296384659258642
SRR25158321	7.385026362951696	7.383993587946177	7.384291466399057
SRR25158285	7.584765793560879	7.585040141614456	7.593299718422455
SRR25158506	7.471375844666805	7.470136048014875	7.470338907941549
SRR25158460	7.351195276804674	7.357195348817486	7.363490969755893
SRR25158487	7.2033569255935355	7.205946279279227	7.211019173948658
SRR25158186	7.1952160505876686	7.197926779237526	7.207290849949623
SRR25158459	6.927452427018558	6.9337850634495135	6.9471608324361895
SRR25158219	7.5056287665918875	7.510325132928407	7.512402042230007
SRR25158438	6.590096597351986	6.584959487509791	6.592398582250311
SRR25158442	7.3096222111052	7.307663793963151	7.303653448976272
SRR25158242	7.435815195827357	7.4440020732699494	7.4363480063625005
SRR25158478	7.080793651391245	7.082475607772525	7.0909374971209305
SRR25158450	6.084767806976314	6.092147108314508	6.105442936370494
SRR25158288	7.578785386073137	7.579458348612552	7.5949086723241646
SRR25158529	7.259672004773686	7.260270130025603	7.26567525234116
SRR25158457	7.2719978231693005	7.2743278283533455	7.27817093059697
SRR25158425	7.181163326718071	7.180968692202491	7.177464762481288
SRR25158301	7.385603497910191	7.386821427153961	7.389719661836221
SRR25158498	7.0943387805932	7.099048534769986	7.1009231959997114
SRR25158262	6.431872851016605	6.428168554243138	6.430466867309783
SRR25158468	7.45441128326862	7.455482146688647	7.4630935852934
SRR25158221	7.699668717367376	7.7034898646026155	7.717207925506254
SRR25158264	6.629425418173754	6.62936049322736	6.6303195157710935
SRR25158467	7.36313028525064	7.366548380653299	7.368965215458734
SRR25158212	7.816122052455469	7.819337380677903	7.823014927288937
SRR25158399	7.194248654504838	7.196307225166354	7.193941419863593
SRR25158376	7.448259456435028	7.448624688646507	7.4478492281151665
SRR25158350	6.893876171892876	6.892846332689705	6.8975972236972165
SRR25158407	7.407538392683286	7.409077901936267	7.411441644022833
SRR25158352	6.780149801890179	6.777633761094972	6.780670275011078
SRR25158504	7.3010200075824585	7.2997300622678924	7.302218140672327
SRR25158411	7.199380952782667	7.200109571042962	7.20770948554935
SRR25158371	7.365456144911297	7.364756788051789	7.3725774725485715
SRR25158443	7.431949166162747	7.431663584200172	7.433517109238694
SRR25158524	7.259101598599342	7.261253049924815	7.2567743506132
SRR25158241	6.819975942053841	6.830163385889861	6.859058550894706
SRR25158182	7.2717701024011365	7.274355657762862	7.279873246855659
SRR25158276	7.458982948339165	7.46114376872618	7.463066403276776
SRR25158380	7.287480675924074	7.288298342543618	7.293861612177898
SRR25158501	7.208871740687157	7.21175972940767	7.209382492416638
SRR25158317	7.094283635022388	7.093420086102105	7.112423930410287
SRR25158398	7.206709886148233	7.206816939447855	7.217955984905401
SRR25158465	7.417941056719657	7.4211976968564874	7.419762365708867
SRR25158329	7.209405077497921	7.208809408437605	7.2090577752211376
SRR25158181	6.974116446087194	6.978085678172165	6.983142593123834
SRR25158537	7.295816419924181	7.299495229196677	7.315166826891621
SRR25158231	7.211925656050175	7.2117130267667795	7.218682774737752
SRR25158341	6.585190896602602	6.585260635456302	6.573330538011105
SRR25158200	6.908837526082567	6.910482840307588	6.924595611420017
SRR25158532	7.5534251622054756	7.5556172265319885	7.557644014229935
SRR25158232	7.450545696419177	7.449865802237455	7.450184522060548
SRR25158247	7.513084743964026	7.513412766135533	7.525032391144613
SRR25158523	7.4260271361563	7.424977552515737	7.432304407513615
SRR25158270	6.669466130440147	6.668111320884583	6.667217834696076
SRR25158344	6.615400352274909	6.613261988596427	6.6004293515359755
SRR25158419	7.303315066897856	7.30557166037173	7.292143264934993
SRR25158496	7.484698181617154	7.48751346005145	7.491379956836014
SRR25158473	7.244124040256466	7.245197609448306	7.242825257573168
SRR25158364	7.604199680248016	7.609165224061826	7.618283591411405
SRR25158355	6.606069609235064	6.604694163225051	6.610963652644748
SRR25158208	7.569264838769561	7.571384134567056	7.568989903028151
SRR25158428	7.406325696274902	7.40924523708677	7.418638240761118
SRR25158426	6.872955043275092	6.87704803420297	6.864604855207341
SRR25158249	7.283884521967173	7.284272319704367	7.280087492453692
SRR25158349	6.769419631134501	6.770475577777412	6.756136418620921
SRR25158332	7.27216099329222	7.272682339795292	7.268959041665599
SRR25158373	7.222324379840477	7.2290460784341075	7.236531125902436
SRR25158248	7.343017744907419	7.3454529401330175	7.334320912694183
3_350	7.402735037144266	7.3976300371361035	7.400054685019713
CPSNJ19_350	7.428859197763933	7.430578961244979	7.426704581186771
23_350	7.6372727012490405	7.63672749120629	7.623455882879714
CPSNJ15_350	7.736034783449315	7.735764472239498	7.737117514867185
8_350	7.445776575068903	7.444046344743239	7.430094111463956
SNJ10_350	7.689695304339291	7.689592210914398	7.688866625416132
30_350	7.656584899631605	7.657420298307323	7.655105016841852
22_350	7.5329965229128675	7.532435153266998	7.524779270520426
SNJ16_350	7.830050096097349	7.833977799656107	7.805293483765474
2_350	7.46840682322291	7.46468388191931	7.468761433893427
5_350	7.332830428173479	7.335431307360979	7.325198537176303
SNJ14_350	7.601370249756433	7.603058993662922	7.606582029556089
6_350	7.709522971609275	7.709167572386288	7.711653769890299
SNJ09_350	7.490017833148435	7.492390649273052	7.487741806136868
24_350	7.836274541422072	7.834108369192997	7.855728978647742
CPSNJ16_350	7.389801927240085	7.388796475807335	7.379837902224358
11_350	7.690380848091097	7.687599779168728	7.689369936709526
SNJ11_350	7.546212507268937	7.54268656357417	7.560480101532134
CPSNJ13_350	7.3896719395619535	7.3892403177134645	7.386361863010324
29_350	7.6283791676657104	7.631303950215875	7.627637274056951
21_350	7.656187539370027	7.656897993801528	7.660033947161299
SNJ03_350	7.642769691112946	7.641180362756349	7.6430752499511945
1_350	7.43164865756085	7.428785657454163	7.426795988934885
CPSNJ20_350	7.543204158622804	7.5461640006499415	7.552063625558511
CPSNJ14_350	7.571934404198643	7.571346575881585	7.570098404159294
CPSNJ11_350	7.363220002091192	7.360906438857559	7.353143894279617
27_350	7.777575375010349	7.77910539949259	7.77334456458151
SNJ20_350	7.870127521851483	7.870865434355403	7.87198910653697
9_350	7.6405998410698786	7.63987700495825	7.65491702806465
SNJ02_350	7.690641614225224	7.693108985145829	7.684806173866883
17_350	7.467957764250261	7.467346886472689	7.453121347984202
CPSNJ04_350	7.6184592624663745	7.617728341167882	7.614218390602064
16_350	7.501987640511361	7.501100624851792	7.492779874876914
25_350	7.554666433943243	7.557310019629456	7.557169722774825
SNJ08_350	7.608009143248637	7.605032675555065	7.605103422220604
18_350	7.3308626134126955	7.330474106715099	7.328126150217949
SNJ15_350	7.693118185007823	7.691857932025966	7.693821820923125
28_350	7.6754070044633185	7.677323198631831	7.6815941024194325
SNJ19_350	7.52402502603627	7.52164994720586	7.524457916626368
CPSNJ09_350	7.242590652811198	7.243805154227103	7.240108422960654
19_350	7.528927606226136	7.5279445192904335	7.529832106255878
7_350	7.371778136324116	7.371223495439149	7.368980051412224
CPSNJ10_350	7.588526327817533	7.588521215862358	7.586785190471412
CPSNJ03_350	7.4234562475415435	7.422022343553931	7.420994129564846
15_350	7.5218595909577	7.522918111613564	7.521740670725487
SNJ01_350	7.7928932792792125	7.796505905218514	7.775621013482979
CPSNJ01_350	7.5889214789665616	7.594318996698213	7.561813196199467
13_350	7.384293603943328	7.380600483609077	7.394892055716943
12_350	7.577652149493968	7.579696301378343	7.585269090445206
14_350	7.6875055191211885	7.688354434674781	7.700783015598826
SNJ04_350	7.786089190863528	7.788814625874006	7.784793562957548
4_350	7.418450158127808	7.411412147085149	7.421323733082692
CPSNJ08_350	7.731424399559181	7.73175544531789	7.734055898648614
20_350	7.564416468448495	7.560137340010215	7.566296526265129
26_350	7.581518258040921	7.581061147107877	7.583079826532663
CPSNJ02_350	7.683358056642446	7.687962643074384	7.6817305460484535
10_350	7.294696857473932	7.29215214942451	7.28344011427263
SNJ13_350	7.634120684858821	7.632702450353749	7.6488699519852155
