sample	mean	tmean10	median
SRR25158288	5192.888808225166	5180.09558228575	5175.675702811245
SRR25158438	2431.676475732885	2429.19176220074	2397.1584507042253
SRR25158259	3934.593982694683	3945.8786112899493	3957.0882352941176
SRR25158265	2367.7270445657596	2357.5225434313584	2309.9122137404584
SRR25158523	5092.2350765789815	5075.028036685975	4977.3629518072285
SRR25158309	2015.8765834590952	2006.6039926594465	2021.593023255814
SRR25158179	3869.276661185977	3859.7678910433647	3863.6790633608816
SRR25158227	4573.505380633299	4559.53145689437	4610.607476635514
SRR25158387	5229.450473540272	5189.107639998659	5109.05376344086
SRR25158255	3897.5520587602787	3876.335719741332	3819.331154684096
SRR25158412	2675.54279610985	2677.911536264386	2718.2467532467535
SRR25158250	2482.5193616121596	2485.0249204668867	2450.2922077922076
SRR25158454	3483.6673557471745	3484.3370269524503	3492.896296296296
SRR25158392	3054.3924598563513	3059.010967258978	3032.1159169550174
SRR25158262	2240.7221421009585	2233.1501927698723	2174.875
SRR25158496	5113.332533878939	5118.413391374318	5112.441926345609
SRR25158363	6293.787092991363	6302.710624735598	6321.987704918032
SRR25158213	5560.017100942088	5559.216568930569	5535.627906976744
SRR25158261	2347.6833064652897	2328.620410338979	2293.727272727273
SRR25158528	4553.783016229403	4571.688357953791	4536.543130990415
SRR25158478	3572.4364037897863	3577.8627509553066	3600.155172413793
SRR25158491	4326.427383115365	4309.431790945341	4245.31715210356
SRR25158383	4556.299816065426	4560.138438230371	4535.760975609756
SRR25158211	5824.930670338996	5802.71629206092	5814.709677419354
SRR25158482	3824.0102075050295	3839.50772878351	3777.1993957703926
SRR25158532	5395.7246786113965	5396.095017433545	5434.860824742268
SRR25158465	4872.470913824453	4874.288350178891	4902.615921787709
SRR25158293	2381.444187865434	2379.8003321727224	2381.005681818182
SRR25158352	2682.4096727749416	2677.609853338456	2637.561403508772
SRR25158535	3455.8444184970735	3450.5274906667664	3436.3432343234326
SRR25158308	3576.694521911168	3562.1724431382822	3597.4793388429753
SRR25158448	4029.4028426937252	4023.1353415741737	4042.204391891892
SRR25158511	4183.528584189159	4167.9158870704505	4168.625382262997
SRR25158181	3709.2443663125473	3712.695349356988	3789.2816091954023
SRR25158504	4199.211744376496	4180.585131700705	4186.058823529412
SRR25158416	4110.105958503967	4110.962068626314	4101.007142857143
SRR25158405	4634.0192358217655	4636.0518727442	4555.173387096775
SRR25158420	3179.5358745688354	3178.8929610299747	3158.8402555910543
SRR25158393	4808.474763208009	4815.710349286229	4695.171309192201
SRR25158268	2794.2935399256166	2782.817754850003	2719.9448529411766
SRR25158277	6270.245437715463	6256.465700870528	6188.554380664653
SRR25158299	1225.419270465755	1218.0151133531942	1223.4810126582279
SRR25158253	4966.843271547431	4970.693863100047	4899.113879003558
SRR25158529	4173.511902508402	4130.937544671282	4163.529304029304
SRR25158351	2454.0366973256773	2450.1295850889223	2425.873134328358
SRR25158394	4503.854026710342	4522.201578982887	4487.171087533156
SRR25158413	4443.731033992833	4446.752712860367	4449.8591836734695
SRR25158509	3212.7219807386505	3214.7736165396964	3237.160071942446
SRR25158271	2457.6763225456425	2442.673819981314	2427.5555555555557
SRR25158421	4268.716348267568	4270.180671492058	4237.922535211268
SRR25158290	4189.695347370789	4170.556141659718	4133.024875621891
SRR25158298	842.5388860470595	838.8050241403733	823.040909090909
SRR25158530	4549.362832883672	4548.511988725314	4582.878787878788
SRR25158477	4966.984959094853	4951.44538454433	4872.783783783783
SRR25158287	5826.324620544699	5810.058665680584	5833.018433179724
SRR25158208	6108.745382360478	6097.639439278985	6118.266331658291
SRR25158182	4137.92276220928	4146.648465280721	4119.720070422535
SRR25158188	3038.7047232790287	3040.424738833146	3037.839357429719
SRR25158276	5404.867719645095	5399.765762161358	5326.939169139466
SRR25158322	3656.059617974136	3665.94998830056	3715.288343558282
SRR25158475	4436.455109680054	4419.108590136101	4411.945040214478
SRR25158355	2416.583163137463	2407.346040296755	2438.0
SRR25158430	3823.984286959807	3824.0431537830395	3829.0619596541787
SRR25158247	4617.301619627764	4613.761184815245	4611.244918699187
SRR25158354	2062.6203022669238	2059.341312714094	2039.8152866242037
SRR25158251	4028.6849239708754	4015.9614951921703	3994.10794044665
SRR25158368	3442.1458482772964	3441.055215717492	3445.7201166180757
SRR25158344	2798.4933711868784	2795.90002288548	2786.9121212121213
SRR25158349	3009.6399961478915	3009.444190856009	2977.8757763975154
SRR25158376	4931.929955058435	4949.092685958649	4869.86511627907
SRR25158285	5318.914681846182	5308.99004501106	5280.10751565762
SRR25158323	3969.4441042924673	3955.088397434754	3927.90826873385
SRR25158499	2800.0048280827687	2772.499201616682	2758.328
SRR25158472	4025.8268088688615	4023.864898232725	4033.03007518797
SRR25158200	3168.234255766812	3167.407153194893	3160.8285123966944
SRR25158296	2446.0453158731516	2442.350915674805	2414.4146341463415
SRR25158350	2815.9550270914356	2810.939164584357	2766.3081180811805
SRR25158429	3993.883624167561	4007.6874116003414	4038.282
SRR25158219	5198.881835406563	5197.191937423262	5183.7047353760445
SRR25158400	5186.747162735787	5201.067334138576	5232.30625
SRR25158243	4815.0924862960055	4812.1467718007025	4815.725400457666
SRR25158440	4484.670265994392	4495.382122994266	4514.001483679525
SRR25158336	2490.795905678041	2486.6171741092653	2484.31640625
SRR25158314	3596.1303104878434	3570.8886349373747	3581.337313432836
SRR25158305	3077.568421273199	3088.486238148921	3144.0346153846153
SRR25158224	5651.389735448865	5652.511309353933	5632.253387533876
SRR25158239	4615.293799204647	4624.9774708314435	4592.5958149779735
SRR25158201	3611.267751507808	3624.922628081251	3614.2492211838007
SRR25158217	2593.314553385675	2600.14523347449	2565.1385281385283
SRR25158495	3661.4065269615385	3658.957853225844	3634.691275167785
SRR25158476	4142.800307235244	4154.751604497417	4106.492211838006
SRR25158396	3324.5259774946417	3317.744306241816	3342.4553903345723
SRR25158418	4977.853202818483	4975.72461818573	4963.792682926829
SRR25158220	5417.41708109773	5410.395227269587	5462.0441176470595
SRR25158531	4119.166297352791	4124.478969246752	4240.155976676385
SRR25158406	4642.646481293607	4634.045350196462	4577.311550151975
SRR25158487	3538.302949553171	3540.577183572845	3547.6163141993957
SRR25158463	3209.46393466579	3212.2663056304514	3209.7489626556016
SRR25158270	2624.836040189306	2619.0511444017816	2571.2134502923977
SRR25158453	3584.8587219367405	3576.7501483398846	3582.1166077738517
SRR25158480	3702.4090411802326	3692.025298707791	3644.4668435013264
SRR25158301	4319.3168788254125	4305.805397699477	4334.125322997415
SRR25158425	4059.755671133488	4053.5367465678246	4034.4353741496598
SRR25158484	4681.504821088934	4663.970659357447	4686.812827225131
SRR25158451	4106.511502113734	4114.7603077691365	4122.231511254019
SRR25158361	6048.785398827507	6025.48729594075	6054.976839237057
SRR25158223	5669.456125574241	5654.585853714237	5635.561983471074
SRR25158427	4481.960250296901	4460.0270643593	4457.90036900369
SRR25158264	2745.974601880867	2744.316044048713	2692.175
SRR25158473	4122.8559116037	4111.804124237204	4135.735593220339
SRR25158370	4454.733285352935	4462.181440956043	4376.063144329897
SRR25158443	4637.930919666782	4636.651864022234	4592.2015625
SRR25158180	4534.230357259876	4536.212672112129	4568.326086956522
SRR25158313	2516.049574402443	2493.686648881283	2476.364864864865
SRR25158360	1789.858245560899	1790.0599396941354	1793.8076923076924
SRR25158461	3271.9848072211535	3274.2648765710032	3228.371212121212
SRR25158238	5969.147137490518	5977.1537385511765	5986.506309148264
SRR25158267	2653.733538558921	2646.478143546145	2657.8471337579617
SRR25158184	3777.9802842332983	3787.8033544107648	3735.816720257235
SRR25158334	4206.444388378491	4198.676094537866	4187.05625
SRR25158488	4806.101524109104	4780.074830635982	4721.941176470588
SRR25158399	3739.2735663332696	3735.040605963181	3778.6853932584268
SRR25158319	5136.2945954709785	5141.261618287651	5154.428721174005
SRR25158241	2926.5315556467126	2934.3999243297253	2938.913043478261
SRR25158404	5198.349979811795	5191.476463165328	5221.276029055691
SRR25158401	5135.4512102030585	5119.006408431	5199.909090909091
SRR25158246	3868.5892946987137	3858.173587196143	3800.937853107345
SRR25158176	2856.418785754039	2857.133224998327	2878.899209486166
SRR25158466	3163.9480768969684	3165.9620877570574	3163.9006622516554
SRR25158431	3614.8983673163625	3628.5155773269753	3583.001639344262
SRR25158175	3620.5621341747838	3605.1032968992185	3566.8950617283954
SRR25158433	3847.6433475692515	3821.4856783391324	3817.4215384615386
SRR25158284	4336.2492395181725	4342.953885786132	4363.07561728395
SRR25158470	3481.129721495415	3495.5064253045257	3455.417910447761
SRR25158378	3840.9376424762995	3851.185549594211	3803.1200657894738
SRR25158356	4626.4406355793335	4638.148847016225	4641.0
SRR25158218	5774.948683081061	5776.567064413868	5800.582512315271
SRR25158303	3886.1533477395424	3886.459292531128	3909.5125
SRR25158258	4011.7103797225604	4009.6737583738795	3965.884297520661
SRR25158310	2331.9861452005953	2322.9820599570667	2322.4448529411766
SRR25158518	5155.552930014038	5167.861346371782	5109.064136125655
SRR25158324	3961.5833742666855	3962.524016517124	3932.8839541547277
SRR25158375	4603.900946184211	4602.316674947798	4594.271186440677
SRR25158306	4383.9565302354495	4386.0284582322965	4329.988636363636
SRR25158469	4292.098982758729	4280.439562791986	4199.3072100313475
SRR25158233	2629.4039058736107	2620.2407287484502	2634.255319148936
SRR25158490	5650.695049093147	5658.581353453907	5587.428741092637
SRR25158452	2737.311724703779	2732.935715012355	2751.39156626506
SRR25158209	6079.510717186498	6082.697219607969	5981.614609571789
SRR25158185	3007.8605044821597	3011.6322523359395	3008.9802867383514
SRR25158280	5231.342107152907	5222.701415594529	5253.273684210526
SRR25158333	4685.169621866145	4667.2121555687445	4693.469594594595
SRR25158342	2974.210214235347	2979.659711926693	2919.703821656051
SRR25158312	2035.4501576360635	2020.0285806512322	1963.0045454545455
SRR25158411	3250.7495148132043	3243.245623125939	3227.065217391304
SRR25158183	4871.567931626182	4894.038358532583	4909.883136094675
SRR25158358	2089.1997551680197	2080.1346564766905	2093.003289473684
SRR25158222	6445.87513072966	6429.906473388683	6499.138676844784
SRR25158281	6409.497600198895	6402.541515585728	6341.883333333333
SRR25158510	3929.322314945067	3940.043607183721	3949.875354107649
SRR25158512	3786.695084088552	3776.652516015992	3786.3031496062995
SRR25158286	5181.666905623814	5171.778847448354	5185.662420382166
SRR25158380	4176.874817138609	4191.621792239462	4119.071856287425
SRR25158345	4449.098858080331	4440.998880567455	4474.595641646489
SRR25158207	5648.071915100349	5636.320203591523	5621.264864864865
SRR25158232	5609.194973656977	5613.297401812461	5526.477341389728
SRR25158331	4265.557770780852	4250.344250755169	4259.124429223744
SRR25158467	4344.47396453951	4362.156888624035	4311.901315789473
SRR25158189	3766.2021709135734	3759.76226526051	3765.0599369085176
SRR25158419	4687.831958310022	4703.046322126717	4659.379821958457
SRR25158364	5876.30967122608	5867.432517323174	5806.112033195021
SRR25158197	2760.37815042071	2758.2365195701746	2804.016071428571
SRR25158457	3952.5405227026154	3955.694222290418	3962.7439613526567
SRR25158428	5459.211474275881	5456.926693166552	5543.501736111111
SRR25158442	4137.095586250001	4118.04915758491	4121.543624161073
SRR25158534	5145.5424832530225	5152.2119633009015	5194.940860215054
SRR25158434	4290.0151610018665	4293.766333576139	4261.751420454546
SRR25158318	3685.2270971329053	3693.4422855197176	3764.8961988304095
SRR25158501	3596.469189815197	3604.6194602039227	3597.8425655976675
SRR25158503	5225.465773117326	5216.149008935108	5111.356294536818
SRR25158409	4374.151833007447	4368.754330677055	4319.992882562277
SRR25158390	3054.7999724393667	3050.993922976121	3029.410891089109
SRR25158485	4785.718685216329	4792.137256079848	4793.235849056604
SRR25158386	3007.901392851884	3015.717448093861	3056.1025179856115
SRR25158519	4799.23860902094	4788.226330617998	4732.175362318841
SRR25158193	3308.761413316756	3305.470065903667	3317.7350157728706
SRR25158326	4810.992507218662	4803.252866055802	4781.213636363636
SRR25158269	2020.130806111969	2013.25452479352	1998.5159574468084
SRR25158339	3334.639561445695	3311.589756510531	3271.887804878049
SRR25158234	5820.805146189536	5811.338324889025	5787.1626506024095
SRR25158388	4910.137166814445	4908.935227110615	4907.982479784367
SRR25158505	5429.8802726455215	5430.963512576669	5406.852769679301
SRR25158275	5272.428856833915	5260.700781148752	5279.088129496403
SRR25158492	3693.879441989091	3706.1450491137857	3746.9086687306503
SRR25158391	4096.143169257459	4099.107228341218	4089.239875389408
SRR25158214	5037.140884699477	5025.059635296639	5029.605015673981
SRR25158494	3953.242250056024	3947.172194347819	3988.1
SRR25158205	3093.6006182339556	3102.2678944233317	3103.7188679245282
SRR25158289	3042.7410684620354	3036.027488664664	3071.0868263473053
SRR25158212	6764.06301768382	6747.358516448955	6750.848101265823
SRR25158325	3943.6224907336573	3932.2703656053022	3982.504705882353
SRR25158423	3847.8804160351656	3832.2196077919384	3860.456611570248
SRR25158458	4082.4399340972855	4099.828933033691	4091.415300546448
SRR25158435	2955.130140661526	2959.8414980985467	2992.544164037855
SRR25158311	2507.9710921086694	2495.7892886846407	2455.826470588235
SRR25158278	4902.582433926373	4901.1685027578615	4915.330696202532
SRR25158230	5449.014780784421	5446.223329666725	5357.396600566572
SRR25158225	5390.533322702407	5368.455823323297	5282.680555555556
SRR25158508	3123.442979821317	3113.720559911822	3096.410505836576
SRR25158190	5236.883210602234	5202.024384613764	5168.5210084033615
SRR25158369	4147.724629329765	4153.261562803722	4175.314713896458
SRR25158382	4922.410183172659	4905.243931118185	4879.304054054054
SRR25158415	4461.012542505575	4473.75332246464	4420.560064935065
SRR25158186	3498.564351306726	3502.2730938289546	3476.8064516129034
SRR25158244	3264.0078445946183	3254.316050282993	3246.551324503311
SRR25158240	3990.8030247778515	3978.105482228273	3956.576512455516
SRR25158522	4007.2478289337173	3983.2027967046606	3982.6283582089554
SRR25158444	4700.1534022685	4690.233637808179	4633.464183381089
SRR25158359	2187.6776942253805	2181.301302751472	2160.3553921568628
SRR25158321	4269.744052843846	4250.1719424357825	4187.656565656565
SRR25158210	6157.145666956159	6161.0842098044395	6121.653692614771
SRR25158215	5243.3728415321175	5244.160720935974	5229.5210084033615
SRR25158266	2146.3697598343815	2144.16773715318	2135.833333333333
SRR25158252	3547.718908181665	3546.496513624649	3543.3773584905657
SRR25158204	2076.734184894833	2076.3379354370577	2062.8317757009345
SRR25158471	2251.4418865688763	2254.9022783692412	2241.7764705882355
SRR25158397	4141.595388084724	4146.160319420352	4110.0702875399365
SRR25158422	3485.1841368792584	3476.191655341376	3521.017307692308
SRR25158398	3699.0272872284554	3694.4292768882165	3656.259818731118
SRR25158178	3951.553715876681	3951.3282159549167	3926.164402173913
SRR25158441	2158.243247590433	2159.3402761959765	2156.0744047619046
SRR25158493	5862.812749004978	5853.241062249952	5810.2
SRR25158274	5280.535634427141	5284.229459964694	5257.616147308781
SRR25158307	3116.5880809747	3107.4416939703597	3070.979927007299
SRR25158527	4567.184331976215	4564.129886225358	4530.216216216217
SRR25158353	2349.955247698139	2346.49598990639	2311.7640845070423
SRR25158254	4357.407329180801	4365.1714010808655	4311.781167108753
SRR25158206	4423.277143137796	4413.011754541268	4390.860824742268
SRR25158338	4516.019031894252	4521.702252641353	4599.698324022346
SRR25158460	4408.068610017417	4408.730940822976	4322.766570605187
SRR25158417	4782.76395114762	4783.1200894274725	4789.420212765957
SRR25158177	4062.739493674316	4077.199355669973	4045.001655629139
SRR25158237	5450.7556053239305	5477.961270014455	5436.6446428571435
SRR25158292	2005.823064083806	2011.7024820364895	1985.3882352941177
SRR25158366	5238.185083067065	5233.175722358164	5228.795945945945
SRR25158335	4214.370533866523	4198.509370565062	4242.570552147239
SRR25158194	3188.6396744079225	3200.8765597290276	3213.6660231660235
SRR25158337	2155.720423403499	2154.2520697587897	2134.5
SRR25158445	3453.786768479247	3453.6906929589436	3387.4545454545455
SRR25158245	4384.521780940809	4389.193781305308	4396.134408602151
SRR25158294	2688.05646633241	2684.3230000572084	2611.2929292929293
SRR25158517	4760.160442934629	4780.941341295757	4813.790935672514
SRR25158346	2091.6369724632605	2081.935317618576	2115.563025210084
SRR25158395	3603.683316778367	3603.4222208827546	3618.890784982935
SRR25158468	4843.550055366997	4842.777666088532	4889.925333333333
SRR25158385	2394.7829432948065	2388.8962435969665	2385.777777777778
SRR25158203	4154.206267830713	4153.074957053194	4178.159010600706
SRR25158235	5969.255798450491	5971.195293568426	5926.005434782608
SRR25158521	4227.669293906819	4218.86972395805	4194.296979865772
SRR25158526	4981.127343591027	4972.8420681038415	4965.443786982249
SRR25158439	3111.510850524357	3106.966988871592	3093.377622377622
SRR25158474	4395.669571577588	4404.580012082677	4376.00625
SRR25158192	3349.9373395337466	3351.3090744914402	3356.0054945054944
SRR25158248	4407.544734353831	4390.03425289785	4370.421597633136
SRR25158371	4476.357378673251	4477.833239765082	4462.562834224599
SRR25158300	3114.3898532423214	3104.867531663377	3139.444805194805
SRR25158304	2518.101708637826	2512.4302680551004	2466.5714285714284
SRR25158408	4765.345098088963	4757.8596106913	4751.770432692308
SRR25158199	3927.2740512091077	3930.8241569013685	3908.2688022284124
SRR25158202	3653.404341997028	3652.834687459985	3658.9280701754387
SRR25158384	4579.597114392889	4581.606653535104	4538.187012987013
SRR25158455	4651.0571388991775	4653.046272124671	4622.532448377581
SRR25158272	3026.1756686035687	3018.943948943672	3000.945337620579
SRR25158447	3450.0192771184825	3463.596443363554	3440.8380062305296
SRR25158367	4562.181466900545	4562.412809656509	4484.894736842105
SRR25158320	4842.969407103772	4840.370767949558	4840.077608142494
SRR25158374	3598.8061448443746	3598.2816407591818	3600.776357827476
SRR25158436	3521.4759650291453	3519.4079762923297	3489.153846153846
SRR25158498	3299.674080585266	3298.1808111365613	3345.641638225256
SRR25158195	3601.6736273757783	3602.5780788562583	3555.5
SRR25158279	5744.5502728156325	5734.860668336076	5756.761333333334
SRR25158221	6211.863634367141	6226.933196578184	6301.067521367521
SRR25158506	5064.031657295337	5063.546209035274	5054.760817307692
SRR25158407	4443.806910891608	4435.7104813792885	4386.7855153203345
SRR25158450	1910.4877792245595	1903.2719570124007	1882.4506578947369
SRR25158216	5621.124269910076	5636.302820268743	5636.447129909366
SRR25158242	4670.417401471192	4678.470617091408	4641.798206278027
SRR25158362	6102.656388058392	6106.245788454956	6040.445652173913
SRR25158327	4423.908386100476	4424.47265670243	4440.068914956011
SRR25158191	3973.0057358205127	3978.200306487928	3985.8048780487807
SRR25158516	4854.930233342209	4863.658646305139	4848.929936305733
SRR25158329	3685.926473072187	3672.313110040543	3705.5404530744336
SRR25158464	3708.18526926593	3716.7921547225133	3740.076923076923
SRR25158381	4569.967078038019	4569.364903054196	4589.525956284153
SRR25158456	3855.4995611016197	3849.896894507882	3898.5012987012988
SRR25158249	3889.3015219496538	3875.226753383957	3886.2514204545455
SRR25158260	4086.8247434514124	4085.5922949879396	4037.3777777777777
SRR25158231	3834.538240811135	3830.9807910970853	3864.3064516129034
SRR25158536	3913.855805020643	3901.199304816955	3917.7598425196848
SRR25158483	4644.12930020445	4650.824948807282	4691.878048780488
SRR25158520	5524.528400996116	5532.3424737654195	5450.546487603306
SRR25158302	3981.2907172121954	3989.455089554682	4009.1274238227147
SRR25158228	4649.07192435354	4648.67165633012	4644.566563467492
SRR25158236	5494.084188313428	5498.355630998988	5498.266304347826
SRR25158343	1908.042146126536	1904.794928323651	1905.07
SRR25158507	3465.895121362541	3458.669074203345	3433.879858657244
SRR25158340	2584.2954416451134	2572.295797776933	2583.822580645161
SRR25158332	3899.269636694336	3887.161857830266	3827.9438356164383
SRR25158328	3779.120877030691	3777.018686016486	3745.8917808219176
14_350	6367.125359956132	6350.803483060355	6305.206697459584
CPSNJ20_350	4488.934755224406	4494.325244585666	4492.70036101083
23_350	5302.392341819374	5289.592829285564	5265.29365079365
SNJ03_350	5662.624529780663	5662.549342567055	5678.878597122302
24_350	6623.838105938176	6560.178295412661	6586.272463768116
16_350	5454.434668247824	5442.266204480313	5474.312080536913
17_350	5476.257575735388	5448.480873278221	5414.765283842795
CPSNJ15_350	5241.989509356621	5232.579982434423	5150.204237288135
SNJ10_350	5740.148712714829	5736.225649828725	5709.33234714004
SNJ20_350	6782.373653423037	6787.181165650669	6849.414305949009
22_350	5251.406506986464	5241.680889626931	5211.024801587302
3_350	4114.3119854189	4085.877911176452	4073.9429611650485
4_350	4175.652160350458	4148.001483981011	4162.2331887201735
CPSNJ13_350	3804.848108083378	3803.534035617567	3774.641547861507
SNJ11_350	5015.684396007032	5005.130549553093	4988.0947265625
27_350	6463.779035495657	6445.789517889221	6421.538461538461
SNJ01_350	6253.765371923892	6251.28271569979	6163.881300813008
SNJ04_350	5889.713598613303	5882.0567663743695	5901.18064516129
8_350	4806.8448583979225	4779.642218226672	4781.316414686825
SNJ13_350	5498.52193230869	5480.315835100656	5414.8393617021275
CPSNJ16_350	3901.63138916391	3893.7310282693243	3872.1744730679156
CPSNJ04_350	4945.559837707968	4931.801327458486	4922.839924670433
7_350	4350.416086180092	4340.718124572404	4320.552256532066
25_350	5320.830169868081	5308.459107306403	5354.509533898305
SNJ09_350	4899.927311117211	4898.573646703374	4907.145454545454
13_350	4270.553051324591	4253.074327990919	4287.721987315011
CPSNJ02_350	5222.964707935595	5220.759299163717	5234.7824156305505
CPSNJ03_350	4041.845217039372	4059.6536616073854	4049.3251028806585
28_350	6036.047496265847	6033.566296805227	6023.373271889401
CPSNJ19_350	4010.306503858882	4006.6313713581326	3937.939524838013
CPSNJ08_350	6044.157190286481	6042.084439007652	5918.592465753425
CPSNJ09_350	3372.492190346519	3356.8023076922586	3323.005
19_350	4799.050559706184	4782.285752658589	4787.661122661122
11_350	5836.517575932288	5831.4035654316085	5814.85294117647
9_350	5558.090645390508	5548.620682965852	5534.296089385474
SNJ08_350	5151.663447320781	5144.674319244778	5151.135814889336
SNJ02_350	6030.284842806867	6019.8919189485205	6054.127383015598
30_350	4734.137608840349	4737.166739028326	4722.846153846154
5_350	4050.7780223476275	4057.705310264066	4056.50114416476
6_350	6186.684993403818	6151.907369064057	6213.970434782608
SNJ16_350	6485.587836681586	6489.598385251775	6377.500707213579
12_350	4551.470976796919	4560.957259637417	4516.356736242884
CPSNJ11_350	3741.8984950364274	3736.0037391464252	3698.906444906445
SNJ15_350	5542.072088525281	5533.556111001317	5461.814545454546
CPSNJ01_350	4600.702916708105	4584.497667332271	4560.66755319149
21_350	6013.29411441134	5986.517228979461	5997.351129363449
CPSNJ14_350	4641.062832822506	4630.638782507544	4587.155330882353
29_350	5220.31536916397	5211.256467670875	5252.499061913696
20_350	5148.823371024249	5132.702509375484	5115.726881720429
10_350	4292.3387071578345	4292.087018080143	4242.70067264574
SNJ14_350	5226.291587827412	5213.2624438372895	5132.810536044362
1_350	4159.33750118375	4140.4612499571285	4163.691022964509
2_350	4511.624712882374	4489.904323805668	4493.94470046083
26_350	5382.866486011246	5364.235392111562	5364.709514170041
15_350	5605.248342285215	5589.836551806807	5630.8962882096075
18_350	4559.0699744174135	4542.741209580137	4508.053260869565
SNJ19_350	4903.631453728155	4896.146691588455	4895.014869888476
CPSNJ10_350	4917.641903623313	4893.5579185445495	4812.977072310406
