run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR25158496	PRJNA983538	SAMN35729721	SRX20906491	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158496/SRR25158496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158496/SRR25158496_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/096/SRR25158496/SRR25158496.lite	
SRR25158499	PRJNA983538	SAMN35729718	SRX20906488	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158499/SRR25158499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158499/SRR25158499_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/099/SRR25158499/SRR25158499.lite	
SRR25158503	PRJNA983538	SAMN35729715	SRX20906484	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158503/SRR25158503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158503/SRR25158503_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/003/SRR25158503/SRR25158503.lite	
SRR25158505	PRJNA983538	SAMN35729713	SRX20906482	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158505/SRR25158505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158505/SRR25158505_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/005/SRR25158505/SRR25158505.lite	
SRR25158506	PRJNA983538	SAMN35729683	SRX20906481	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158506/SRR25158506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158506/SRR25158506_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/006/SRR25158506/SRR25158506.lite	
SRR25158507	PRJNA983538	SAMN35729682	SRX20906480	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158507/SRR25158507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158507/SRR25158507_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/007/SRR25158507/SRR25158507.lite	
SRR25158513	PRJNA983538	SAMN35729569	SRX20906474	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/013/SRR25158513/SRR25158513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/013/SRR25158513/SRR25158513_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/013/SRR25158513/SRR25158513.lite	
SRR25158516	PRJNA983538	SAMN35729674	SRX20906471	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/016/SRR25158516/SRR25158516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/016/SRR25158516/SRR25158516_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/016/SRR25158516/SRR25158516.lite	
SRR25158517	PRJNA983538	SAMN35729673	SRX20906470	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158517/SRR25158517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158517/SRR25158517_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/017/SRR25158517/SRR25158517.lite	
SRR25158519	PRJNA983538	SAMN35729671	SRX20906468	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158519/SRR25158519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158519/SRR25158519_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/019/SRR25158519/SRR25158519.lite	
SRR25158524	PRJNA983538	SAMN35729568	SRX20906463	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/024/SRR25158524/SRR25158524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/024/SRR25158524/SRR25158524_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/024/SRR25158524/SRR25158524.lite	
SRR25158525	PRJNA983538	SAMN35729666	SRX20906462	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158525/SRR25158525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158525/SRR25158525_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/025/SRR25158525/SRR25158525.lite	
SRR25158527	PRJNA983538	SAMN35729664	SRX20906460	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158527/SRR25158527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158527/SRR25158527_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/027/SRR25158527/SRR25158527.lite	
SRR25158532	PRJNA983538	SAMN35729659	SRX20906455	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158532/SRR25158532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158532/SRR25158532_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/032/SRR25158532/SRR25158532.lite	
SRR25158177	PRJNA983538	SAMN35729645	SRX20906447	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158177/SRR25158177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158177/SRR25158177_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/077/SRR25158177/SRR25158177.lite	
SRR25158179	PRJNA983538	SAMN35729643	SRX20906445	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158179/SRR25158179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158179/SRR25158179_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/079/SRR25158179/SRR25158179.lite	
SRR25158181	PRJNA983538	SAMN35729641	SRX20906443	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158181/SRR25158181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158181/SRR25158181_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/081/SRR25158181/SRR25158181.lite	
SRR25158182	PRJNA983538	SAMN35729640	SRX20906442	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158182/SRR25158182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158182/SRR25158182_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/082/SRR25158182/SRR25158182.lite	
SRR25158187	PRJNA983538	SAMN35729636	SRX20906437	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158187/SRR25158187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158187/SRR25158187_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/087/SRR25158187/SRR25158187.lite	
SRR25158188	PRJNA983538	SAMN35729635	SRX20906436	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158188/SRR25158188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158188/SRR25158188_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/088/SRR25158188/SRR25158188.lite	
SRR25158189	PRJNA983538	SAMN35729634	SRX20906435	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158189/SRR25158189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158189/SRR25158189_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/089/SRR25158189/SRR25158189.lite	
SRR25158190	PRJNA983538	SAMN35729633	SRX20906434	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158190/SRR25158190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158190/SRR25158190_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/090/SRR25158190/SRR25158190.lite	
SRR25158193	PRJNA983538	SAMN35729630	SRX20906431	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158193/SRR25158193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158193/SRR25158193_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/093/SRR25158193/SRR25158193.lite	
SRR25158196	PRJNA983538	SAMN35729627	SRX20906428	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158196/SRR25158196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158196/SRR25158196_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/096/SRR25158196/SRR25158196.lite	
SRR25158197	PRJNA983538	SAMN35729564	SRX20906427	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158197/SRR25158197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158197/SRR25158197_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/097/SRR25158197/SRR25158197.lite	
SRR25158200	PRJNA983538	SAMN35729624	SRX20906424	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158200/SRR25158200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158200/SRR25158200_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/000/SRR25158200/SRR25158200.lite	
SRR25158201	PRJNA983538	SAMN35729623	SRX20906423	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158201/SRR25158201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158201/SRR25158201_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/001/SRR25158201/SRR25158201.lite	
SRR25158203	PRJNA983538	SAMN35729621	SRX20906784	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158203/SRR25158203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158203/SRR25158203_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/003/SRR25158203/SRR25158203.lite	
SRR25158204	PRJNA983538	SAMN35729620	SRX20906783	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158204/SRR25158204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158204/SRR25158204_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/004/SRR25158204/SRR25158204.lite	
SRR25158207	PRJNA983538	SAMN35729553	SRX20906780	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158207/SRR25158207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158207/SRR25158207_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/007/SRR25158207/SRR25158207.lite	
SRR25158212	PRJNA983538	SAMN35729548	SRX20906775	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158212/SRR25158212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158212/SRR25158212_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/012/SRR25158212/SRR25158212.lite	
SRR25158219	PRJNA983538	SAMN35729542	SRX20906768	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158219/SRR25158219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158219/SRR25158219_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/019/SRR25158219/SRR25158219.lite	
SRR25158223	PRJNA983538	SAMN35729538	SRX20906764	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/023/SRR25158223/SRR25158223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/023/SRR25158223/SRR25158223_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/023/SRR25158223/SRR25158223.lite	
SRR25158225	PRJNA983538	SAMN35729536	SRX20906762	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158225/SRR25158225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158225/SRR25158225_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/025/SRR25158225/SRR25158225.lite	
SRR25158226	PRJNA983538	SAMN35729535	SRX20906761	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158226/SRR25158226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158226/SRR25158226_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/026/SRR25158226/SRR25158226.lite	
SRR25158227	PRJNA983538	SAMN35729534	SRX20906760	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158227/SRR25158227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158227/SRR25158227_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/027/SRR25158227/SRR25158227.lite	
SRR25158229	PRJNA983538	SAMN35729533	SRX20906758	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158229/SRR25158229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158229/SRR25158229_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/029/SRR25158229/SRR25158229.lite	
SRR25158233	PRJNA983538	SAMN35729529	SRX20906754	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25158233/SRR25158233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25158233/SRR25158233_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/033/SRR25158233/SRR25158233.lite	
SRR25158238	PRJNA983538	SAMN35729524	SRX20906749	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/038/SRR25158238/SRR25158238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/038/SRR25158238/SRR25158238_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/038/SRR25158238/SRR25158238.lite	
SRR25158239	PRJNA983538	SAMN35729449	SRX20906748	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/039/SRR25158239/SRR25158239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/039/SRR25158239/SRR25158239_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/039/SRR25158239/SRR25158239.lite	
SRR25158242	PRJNA983538	SAMN35729447	SRX20906745	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/042/SRR25158242/SRR25158242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/042/SRR25158242/SRR25158242_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/042/SRR25158242/SRR25158242.lite	
SRR25158244	PRJNA983538	SAMN35729445	SRX20906743	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158244/SRR25158244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158244/SRR25158244_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/044/SRR25158244/SRR25158244.lite	
SRR25158245	PRJNA983538	SAMN35729444	SRX20906742	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25158245/SRR25158245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25158245/SRR25158245_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/045/SRR25158245/SRR25158245.lite	
SRR25158246	PRJNA983538	SAMN35729443	SRX20906741	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158246/SRR25158246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158246/SRR25158246_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/046/SRR25158246/SRR25158246.lite	
SRR25158249	PRJNA983538	SAMN35729440	SRX20906738	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158249/SRR25158249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158249/SRR25158249_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/049/SRR25158249/SRR25158249.lite	
SRR25158255	PRJNA983538	SAMN35729435	SRX20906732	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158255/SRR25158255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158255/SRR25158255_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/055/SRR25158255/SRR25158255.lite	
SRR25158258	PRJNA983538	SAMN35729432	SRX20906729	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25158258/SRR25158258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25158258/SRR25158258_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/058/SRR25158258/SRR25158258.lite	
SRR25158260	PRJNA983538	SAMN35729430	SRX20906727	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25158260/SRR25158260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25158260/SRR25158260_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/060/SRR25158260/SRR25158260.lite	
SRR25158262	PRJNA983538	SAMN35729481	SRX20906725	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158262/SRR25158262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158262/SRR25158262_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/062/SRR25158262/SRR25158262.lite	
SRR25158265	PRJNA983538	SAMN35729479	SRX20906722	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158265/SRR25158265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158265/SRR25158265_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/065/SRR25158265/SRR25158265.lite	
SRR25158266	PRJNA983538	SAMN35729478	SRX20906721	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/066/SRR25158266/SRR25158266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/066/SRR25158266/SRR25158266_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/066/SRR25158266/SRR25158266.lite	
SRR25158267	PRJNA983538	SAMN35729477	SRX20906720	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158267/SRR25158267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158267/SRR25158267_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/067/SRR25158267/SRR25158267.lite	
SRR25158268	PRJNA983538	SAMN35729476	SRX20906719	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158268/SRR25158268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158268/SRR25158268_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/068/SRR25158268/SRR25158268.lite	
SRR25158271	PRJNA983538	SAMN35729473	SRX20906716	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/071/SRR25158271/SRR25158271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/071/SRR25158271/SRR25158271_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/071/SRR25158271/SRR25158271.lite	
SRR25158273	PRJNA983538	SAMN35729560	SRX20906714	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158273/SRR25158273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158273/SRR25158273_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/073/SRR25158273/SRR25158273.lite	
SRR25158274	PRJNA983538	SAMN35729523	SRX20906713	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/074/SRR25158274/SRR25158274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/074/SRR25158274/SRR25158274_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/074/SRR25158274/SRR25158274.lite	
SRR25158276	PRJNA983538	SAMN35729521	SRX20906711	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158276/SRR25158276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158276/SRR25158276_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/076/SRR25158276/SRR25158276.lite	
SRR25158281	PRJNA983538	SAMN35729516	SRX20906706	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158281/SRR25158281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158281/SRR25158281_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/081/SRR25158281/SRR25158281.lite	
SRR25158284	PRJNA983538	SAMN35729586	SRX20906703	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158284/SRR25158284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158284/SRR25158284_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/084/SRR25158284/SRR25158284.lite	
SRR25158286	PRJNA983538	SAMN35729512	SRX20906701	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158286/SRR25158286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158286/SRR25158286_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/086/SRR25158286/SRR25158286.lite	
SRR25158287	PRJNA983538	SAMN35729511	SRX20906700	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158287/SRR25158287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158287/SRR25158287_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/087/SRR25158287/SRR25158287.lite	
SRR25158288	PRJNA983538	SAMN35729510	SRX20906699	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158288/SRR25158288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158288/SRR25158288_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/088/SRR25158288/SRR25158288.lite	
SRR25158289	PRJNA983538	SAMN35729463	SRX20906698	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158289/SRR25158289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158289/SRR25158289_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/089/SRR25158289/SRR25158289.lite	
SRR25158290	PRJNA983538	SAMN35729462	SRX20906697	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158290/SRR25158290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158290/SRR25158290_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/090/SRR25158290/SRR25158290.lite	
SRR25158295	PRJNA983538	SAMN35729585	SRX20906692	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158295/SRR25158295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158295/SRR25158295_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/095/SRR25158295/SRR25158295.lite	
SRR25158296	PRJNA983538	SAMN35729457	SRX20906691	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158296/SRR25158296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158296/SRR25158296_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/096/SRR25158296/SRR25158296.lite	
SRR25158297	PRJNA983538	SAMN35729456	SRX20906690	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158297/SRR25158297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158297/SRR25158297_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/097/SRR25158297/SRR25158297.lite	
SRR25158299	PRJNA983538	SAMN35729454	SRX20906688	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158299/SRR25158299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158299/SRR25158299_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/099/SRR25158299/SRR25158299.lite	
SRR25158300	PRJNA983538	SAMN35729453	SRX20906687	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158300/SRR25158300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158300/SRR25158300_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/000/SRR25158300/SRR25158300.lite	
SRR25158301	PRJNA983538	SAMN35729452	SRX20906686	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158301/SRR25158301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158301/SRR25158301_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/001/SRR25158301/SRR25158301.lite	
